generation	transect	b	p_beta	lrt_p_value
586	1	0.069628149	0.535062741	0.535091799
586	2	0.059105471	0.595371326	0.595391216
586	3	0.024016811	0.829143258	0.829164735
586	4	-0.075326539	0.490565153	0.490619939
587	1	0.084869733	0.453345864	0.45338858
587	2	0.003907949	0.971904272	0.971904845
587	3	0.008434049	0.939930282	0.939929299
587	4	-0.08070412	0.461964555	0.462015947
588	1	0.024563406	0.827154273	0.827158005
588	2	0.010465108	0.924688897	0.924693466
588	3	0.034942265	0.754281889	0.754284817
588	4	-0.080213529	0.468667168	0.468709878
589	1	0.018951251	0.868322781	0.868288853
589	2	0.020116597	0.856537069	0.856549537
589	3	0.015110972	0.89296722	0.892969013
589	4	-0.040729774	0.711997953	0.712008111
590	1	0.05653446	0.614637899	0.614666424
590	2	0.030433038	0.783761724	0.78377039
590	3	-0.010320118	0.927223038	0.927219331
590	4	-0.061127266	0.580454323	0.58047661
591	1	0.08918506	0.428864709	0.428902264
591	2	0.079767123	0.47399711	0.473884735
591	3	0.015019878	0.894795914	0.8948033
591	4	-0.057022043	0.603871563	0.603900034
592	1	0.079084543	0.483484301	0.483539606
592	2	0.07006045	0.524516496	0.524577737
592	3	-0.001123539	0.992109151	0.992102921
592	4	-0.021477214	0.84511574	0.845119695
593	1	0.070726156	0.527489083	0.527544346
593	2	0.0569897	0.609760377	0.609767342
593	3	0.045535079	0.687617108	0.68762374
593	4	-0.064250191	0.556058053	0.556091165
594	1	0.086903536	0.440552619	0.440626109
594	2	0.056172861	0.613776549	0.613804263
594	3	0.009428346	0.933612977	0.933618648
594	4	-0.073654049	0.50332932	0.503368949
595	1	0.102946096	0.361811345	0.361895195
595	2	0.013334893	0.905075207	0.905076328
595	3	0.04293923	0.704416082	0.704464112
595	4	-0.057035274	0.603293868	0.603317626
596	1	0.053181236	0.638711686	0.638730163
596	2	0.053844989	0.625064141	0.625084888
596	3	0.02378622	0.832721787	0.83272113
596	4	0.011781323	0.914816849	0.914814938
597	1	0.03846746	0.733918674	0.73393063
597	2	0.047812317	0.666357119	0.666360843
597	3	0.001491091	0.989463518	0.989479928
597	4	-0.032813682	0.763444708	0.76345144
598	1	0.080645135	0.478778279	0.478830428
598	2	0.058559655	0.595657116	0.595679185
598	3	0.017109416	0.879788785	0.879808927
598	4	-0.069968334	0.521375632	0.521410519
599	1	0.029568595	0.794525784	0.794710064
599	2	0.022770626	0.836122144	0.836132142
599	3	3.57E-05	0.999748408	0.999703555
599	4	-0.050424698	0.645125681	0.645143541
600	1	0.088953605	0.433432943	0.433528656
600	2	0.005871465	0.957501681	0.957501173
600	3	-0.003088651	0.978137035	0.978129333
600	4	-0.035646977	0.744417714	0.744430566
601	1	0.068006127	0.551739824	0.551784784
601	2	-3.00E-04	0.997840982	0.997840052
601	3	0.001778743	0.98742039	0.987417811
601	4	-0.043983387	0.69022764	0.690232549
602	1	0.058753327	0.608301318	0.608323022
602	2	-0.013889063	0.900801463	0.900800671
602	3	0.004971597	0.965165045	0.965164825
602	4	-0.053324864	0.625122189	0.625140485
603	1	0.023917085	0.835101697	0.83510585
603	2	0.023344977	0.833664247	0.833709549
603	3	-0.004538503	0.967974138	0.967970088
603	4	-0.049377159	0.654615005	0.654626593
604	1	2.40E-04	0.99832402	0.998332837
604	2	0.03122462	0.778697971	0.778722023
604	3	-0.026255592	0.818120154	0.818125947
604	4	-0.027604868	0.802577347	0.802577232
605	1	0.051371105	0.652363726	0.652388721
605	2	-0.003079509	0.97807805	0.978059848
605	3	-0.020482779	0.856219461	0.856210848
605	4	-0.018297446	0.867545819	0.867543881
606	1	0.039483497	0.728778516	0.728785668
606	2	0.018892254	0.86507259	0.865090927
606	3	-0.037948662	0.7381403	0.738145988
606	4	-0.028989599	0.791934837	0.791948429
607	1	0.045922404	0.686264462	0.68625557
607	2	0.001119729	0.991993456	0.991991599
607	3	-0.011752325	0.916772966	0.916770979
607	4	-0.032642207	0.766095804	0.7661107
608	1	0.055137844	0.626274954	0.626294832
608	2	0.008805704	0.93682671	0.936833955
608	3	-0.057984124	0.606217747	0.606241166
608	4	-0.001078564	0.992251719	0.992250352
609	1	0.069509827	0.540576321	0.540595946
609	2	1.88E-04	0.998660978	0.998647186
609	3	-0.072399519	0.52095713	0.520982179
609	4	-0.03449518	0.754504607	0.754511686
610	1	0.066118447	0.558408591	0.558427568
610	2	0.032305862	0.769778755	0.769786669
610	3	-0.008032408	0.943481771	0.943477258
610	4	-0.010902387	0.922875066	0.922874535
611	1	0.015267675	0.892019508	0.89223695
611	2	0.028731937	0.795507753	0.795515421
611	3	-0.046215142	0.682414768	0.682450066
611	4	-0.004090749	0.971000987	0.971007187
612	1	0.069663147	0.53923347	0.539255912
612	2	0.012783414	0.907795937	0.907796917
612	3	-0.086155218	0.440188398	0.440236917
612	4	-0.044189874	0.697202207	0.697206842
613	1	0.031977683	0.780017018	0.780024977
613	2	0.024145345	0.827420723	0.827423276
613	3	-0.045740297	0.683474505	0.683503448
613	4	-0.036756931	0.746423583	0.746427866
614	1	0.07946413	0.482018969	0.482074472
614	2	-0.032666396	0.766865193	0.766791472
614	3	-0.045736269	0.68252124	0.682549268
614	4	-0.030313982	0.789035282	0.789040543
615	1	0.050415859	0.654583927	0.654598378
615	2	-0.013343217	0.903892091	0.903956976
615	3	-0.053696034	0.631626028	0.631647856
615	4	-0.031957554	0.777165438	0.777166359
616	1	0.014868655	0.895568813	0.895569947
616	2	-0.002636013	0.981116725	0.981039085
616	3	-0.061726818	0.582691839	0.582729857
616	4	-0.043471277	0.702238755	0.702253056
617	1	0.088715526	0.431524753	0.431576683
617	2	-0.019336687	0.861020008	0.861011416
617	3	-0.114629986	0.308925073	0.309013165
617	4	-0.082130112	0.464177772	0.464194629
618	1	0.079529894	0.480879564	0.480930085
618	2	-0.029382287	0.792310576	0.792288228
618	3	-0.118050385	0.295553083	0.295669456
618	4	-0.077981825	0.493165849	0.493161264
619	1	0.096457263	0.391034576	0.391112672
619	2	-0.064090282	0.563739083	0.563729695
619	3	-0.115590227	0.305668985	0.305767465
619	4	-0.04791651	0.670235884	0.670251515
620	1	0.083834759	0.458138187	0.458195557
620	2	-0.063642636	0.565604241	0.565611835
620	3	-0.066681528	0.555419037	0.555470496
620	4	-0.041918287	0.7082352	0.708331285
621	1	0.06340422	0.571013841	0.571041451
621	2	-0.036922029	0.739286669	0.739288596
621	3	-0.078125426	0.491260715	0.49130661
621	4	-0.061206054	0.588225276	0.58822841
622	1	0.036797031	0.742078096	0.742075956
622	2	-0.034661491	0.754671518	0.754673507
622	3	-0.044866272	0.693530728	0.693547252
622	4	-0.061585862	0.583803475	0.583810652
623	1	0.084084639	0.451940285	0.451985796
623	2	-0.00180243	0.987069654	0.98706838
623	3	-0.065970457	0.560656177	0.560676452
623	4	-0.090673771	0.421170128	0.421175145
624	1	0.040662272	0.71670524	0.716711596
624	2	-0.017261522	0.876050582	0.876045094
624	3	-0.058659437	0.603781584	0.603845463
624	4	-0.086825774	0.437017972	0.437051605
625	1	0.072166427	0.518789923	0.51883548
625	2	6.99E-04	0.994986617	0.994978418
625	3	-0.088241251	0.432649167	0.432693195
625	4	-0.116547581	0.295810314	0.295738959
626	1	0.061777245	0.582278538	0.582284511
626	2	0.020423099	0.854732812	0.854734417
626	3	-0.069021736	0.542928747	0.542955601
626	4	-0.120169152	0.285063177	0.285086016
627	1	0.046032316	0.681510724	0.681532142
627	2	0.03427015	0.758797357	0.758804415
627	3	-0.064275918	0.57345211	0.573477373
627	4	-0.11102532	0.325013899	0.325030475
628	1	0.087755004	0.43590977	0.435967815
628	2	0.024659398	0.825264473	0.825268603
628	3	-0.035403636	0.754987396	0.754990295
628	4	-0.137749114	0.220463073	0.220474013
629	1	0.049832852	0.656249672	0.656265671
629	2	0.042853535	0.700644887	0.700641422
629	3	-0.102177006	0.365258792	0.36532802
629	4	-0.137530059	0.223070369	0.223109655
630	1	0.058133598	0.603839331	0.603904686
630	2	0.085587853	0.444215691	0.444206725
630	3	-0.057183389	0.611372352	0.611383159
630	4	-0.100725934	0.37061183	0.370648279
631	1	0.057172314	0.610813534	0.610838401
631	2	0.062417546	0.576498913	0.57652864
631	3	-0.041261491	0.718273235	0.718259168
631	4	-0.128075734	0.258065671	0.25810082
632	1	0.051617331	0.647128488	0.647146919
632	2	0.059919366	0.592281279	0.592298157
632	3	-0.046774352	0.680321273	0.680329942
632	4	-0.132479065	0.241485624	0.241533639
633	1	0.041383142	0.713610744	0.713629477
633	2	0.068540403	0.53869384	0.538698084
633	3	0.007150637	0.950191769	0.950197243
633	4	-0.149703742	0.188400946	0.188444222
634	1	0.051255005	0.648026698	0.648050884
634	2	0.066478932	0.553723137	0.553726925
634	3	-0.024882194	0.828495204	0.828500126
634	4	-0.176669773	0.123131472	0.123176732
635	1	0.041116446	0.715517059	0.71550069
635	2	0.077445124	0.488290882	0.488317582
635	3	-0.020204659	0.860635103	0.860627342
635	4	-0.134936738	0.235402678	0.235465907
636	1	0.043160249	0.701312667	0.70133565
636	2	0.099468054	0.370681998	0.370715852
636	3	-0.056788506	0.622692719	0.622720383
636	4	-0.09990172	0.380773249	0.380826015
637	1	0.018956337	0.866068084	0.866087334
637	2	0.049898491	0.655803981	0.655812091
637	3	-0.049044826	0.668311221	0.668341988
637	4	-0.136539215	0.232594836	0.232623931
638	1	0.036677988	0.744770951	0.744780273
638	2	0.115637241	0.307401933	0.307464169
638	3	-0.069711024	0.546177678	0.546235585
638	4	-0.141224032	0.217573172	0.217633076
639	1	0.017484238	0.876544954	0.876555528
639	2	0.09951845	0.375113799	0.375164902
639	3	-0.05710254	0.619239365	0.619273023
639	4	-0.124950651	0.268994972	0.269058252
640	1	0.054265082	0.628440699	0.628435617
640	2	0.058252669	0.600856553	0.600873255
640	3	-0.066703113	0.561183246	0.561240299
640	4	-0.181347037	0.113524263	0.113608183
641	1	0.02815921	0.802615594	0.802621043
641	2	0.044060286	0.696554768	0.696576179
641	3	-0.065471072	0.565352596	0.565375388
641	4	-0.12757062	0.264689682	0.264732486
642	1	0.023857653	0.832689519	0.83269347
642	2	0.058481777	0.604789084	0.604816057
642	3	-0.074841875	0.512480349	0.512501146
642	4	-0.101762341	0.372490028	0.37249511
643	1	0.020833563	0.853723856	0.853726416
643	2	0.106522563	0.342625868	0.342702467
643	3	-0.063838052	0.578025396	0.578069976
643	4	-0.143015469	0.208175735	0.208253334
644	1	0.031199152	0.782054105	0.782062395
644	2	0.055599429	0.622288253	0.622333174
644	3	-0.066271965	0.561243549	0.561296583
644	4	-0.123997519	0.276668609	0.27672373
645	1	0.035950187	0.750492029	0.750507844
645	2	0.094374421	0.402932701	0.40300595
645	3	-0.020377789	0.858061656	0.858058299
645	4	-0.136149503	0.231846991	0.231906876
646	1	0.053845118	0.632949093	0.632962163
646	2	0.07302936	0.517056779	0.51709201
646	3	-0.034247177	0.762756345	0.762733494
646	4	-0.093349483	0.414746883	0.414796057
647	1	0.078927847	0.481147195	0.481197698
647	2	0.0412585	0.716568586	0.716570404
647	3	-0.028043837	0.805521374	0.805530327
647	4	-0.156188318	0.169096861	0.169175147
648	1	0.017575561	0.875589775	0.875595844
648	2	0.09123021	0.422416669	0.422494911
648	3	-0.027126294	0.812459168	0.812457743
648	4	-0.145652675	0.202838864	0.202932157
649	1	0.043883251	0.696632272	0.69666813
649	2	0.053062237	0.643016626	0.643034459
649	3	-0.032061375	0.777786777	0.777792487
649	4	-0.126487717	0.270468902	0.270500515
650	1	0.064860746	0.562215204	0.562236364
650	2	0.084053831	0.458240894	0.458272325
650	3	-0.02869071	0.801499539	0.801580245
650	4	-0.152020048	0.183462877	0.183570601
651	1	0.034365564	0.758103353	0.758116531
651	2	0.059092226	0.608978833	0.60899498
651	3	0.00934391	0.935129413	0.935142552
651	4	-0.116956124	0.307391098	0.307449302
652	1	0.043397886	0.698194905	0.698210671
652	2	0.079947473	0.485500376	0.485529021
652	3	0.022827392	0.842323433	0.842331043
652	4	-0.130282591	0.255092932	0.255181183
653	1	0.030359702	0.78460261	0.784611872
653	2	0.077089407	0.502214505	0.502269893
653	3	-0.005109698	0.964083287	0.964077049
653	4	-0.102182224	0.367995348	0.3680604
654	1	0.035088991	0.754079531	0.754084746
654	2	0.065514778	0.570524402	0.570545826
654	3	0.003488544	0.975907454	0.975909643
654	4	-0.149977504	0.18360759	0.183721465
655	1	0.04070972	0.714346015	0.714358724
655	2	0.052157956	0.653973845	0.653984292
655	3	-0.018961152	0.869241733	0.869231507
655	4	-0.118968674	0.290789972	0.290863831
656	1	0.024364217	0.829726253	0.829727673
656	2	0.084220691	0.466371801	0.466395008
656	3	-0.004081451	0.971497729	0.97149647
656	4	-0.128000234	0.260643937	0.260709704
657	1	0.057525742	0.610635938	0.610658385
657	2	0.043319468	0.709369974	0.709372766
657	3	-0.026627995	0.816146636	0.816152307
657	4	-0.119976108	0.289534997	0.289577425
658	1	0.053488118	0.636075992	0.636101983
658	2	0.039727933	0.72919212	0.729198163
658	3	-0.049539176	0.663734905	0.663752794
658	4	-0.08935185	0.428666521	0.428696053
659	1	0.043791596	0.695279516	0.695288844
659	2	0.072002036	0.531092368	0.531105954
659	3	-0.008800868	0.9393191	0.93931916
659	4	-0.110879871	0.327447844	0.327488217
660	1	0.049277204	0.658352282	0.658361204
660	2	0.030529067	0.790448478	0.790452951
660	3	-0.003182483	0.977971354	0.977966872
660	4	-0.09264296	0.414146997	0.414176445
661	1	0.008292557	0.941524198	0.941524047
661	2	0.023176086	0.839980249	0.839982985
661	3	0.050517681	0.66147114	0.66146171
661	4	-0.085700422	0.45022513	0.4502611
662	1	0.015026934	0.893675158	0.893675612
662	2	0.043367294	0.706199772	0.706207196
662	3	-0.030270145	0.792769353	0.792777468
662	4	-0.085665958	0.451317585	0.45134217
663	1	0.032215585	0.773648137	0.773652642
663	2	0.035988241	0.752329304	0.752113864
663	3	-0.046175493	0.687498702	0.687489869
663	4	-0.068728259	0.545606891	0.545635163
664	1	0.045384023	0.686046209	0.686047812
664	2	0.007843181	0.945385703	0.945386029
664	3	-0.052603432	0.648003521	0.648020865
664	4	-0.074849245	0.510722469	0.510737384
665	1	0.058856825	0.598803597	0.598831641
665	2	0.010025898	0.930293151	0.930295843
665	3	-0.030474052	0.791310006	0.791320909
665	4	-0.038470503	0.738670335	0.738674161
666	1	0.047229634	0.671768718	0.671771607
666	2	0.007159257	0.949626428	0.949604269
666	3	-0.033070251	0.774411068	0.774419886
666	4	-0.044864087	0.695440542	0.695445985
667	1	0.077679636	0.485197191	0.485238531
667	2	0.015470672	0.890818148	0.890809937
667	3	-0.033243083	0.774758945	0.77477516
667	4	-0.086854965	0.44963189	0.449666242
668	1	0.094709215	0.397995215	0.398035703
668	2	0.007087964	0.949877901	0.949824614
668	3	-0.005820411	0.960056183	0.96005469
668	4	-0.089906823	0.434790953	0.434811835
669	1	0.084284529	0.454354189	0.454408331
669	2	0.007072655	0.949975147	0.950056528
669	3	-0.022611681	0.846076183	0.846075752
669	4	-0.0945345	0.409541537	0.409544956
670	1	0.080921081	0.470510082	0.47055843
670	2	0.010450911	0.925951951	0.925951626
670	3	-0.07421683	0.518580705	0.518629784
670	4	-0.06995484	0.540558274	0.540578019
671	1	0.067310716	0.549674631	0.549700275
671	2	0.002532353	0.981875575	0.981877384
671	3	-0.048656552	0.673035117	0.673083671
671	4	-0.043772685	0.702407836	0.702417461
672	1	0.08572638	0.449548811	0.44961927
672	2	0.026622825	0.810946622	0.810929183
672	3	-0.031188445	0.786511382	0.786524502
672	4	-0.069508961	0.542471281	0.542481338
673	1	0.101907226	0.367078536	0.367119096
673	2	0.032907663	0.767083264	0.767085413
673	3	-0.050669904	0.657217868	0.657247129
673	4	-0.078477287	0.492184273	0.492203785
674	1	0.07450744	0.510959522	0.510963202
674	2	0.033655861	0.761457928	0.761464776
674	3	-0.07848893	0.493192447	0.493269345
674	4	-0.104665103	0.36253399	0.36254452
675	1	0.061123759	0.588994788	0.589027003
675	2	0.091054418	0.413160827	0.413227666
675	3	-0.062845912	0.58296204	0.583007841
675	4	-0.068091159	0.552506912	0.552521468
676	1	0.09118156	0.418412226	0.418438729
676	2	0.066241499	0.551947552	0.551972366
676	3	-0.069057273	0.549713189	0.54977261
676	4	-0.068376391	0.553143047	0.553173414
677	1	0.071750458	0.523813624	0.524069064
677	2	0.080229431	0.46605845	0.466131921
677	3	-0.073381688	0.523076801	0.523133748
677	4	-0.005035965	0.965182481	0.965193818
678	1	0.08379015	0.461384669	0.461491577
678	2	0.028696088	0.795502353	0.79549596
678	3	-0.059537069	0.605520512	0.605565258
678	4	-0.015940702	0.889885856	0.889885078
679	1	0.051853407	0.646320503	0.646328232
679	2	0.059129875	0.591772094	0.591795532
679	3	-0.050948817	0.657302906	0.657331775
679	4	-0.015513806	0.892409748	0.892410885
680	1	0.090131883	0.428568344	0.428626032
680	2	0.034592275	0.756228975	0.756242782
680	3	-0.08730272	0.449262639	0.449347229
680	4	-0.031723425	0.782249902	0.782256106
681	1	0.100772525	0.378886518	0.378916507
681	2	0.040720535	0.714271208	0.714280989
681	3	-0.101517288	0.378208237	0.378327554
681	4	-0.00321325	0.977717438	0.977720571
682	1	0.100511024	0.377529403	0.377412126
682	2	0.046843351	0.674367121	0.674379919
682	3	-0.08413392	0.462327801	0.462402412
682	4	-0.038616562	0.736334439	0.736337355
683	1	0.070114442	0.538101502	0.538145896
683	2	0.077113502	0.485777425	0.48582152
683	3	-0.101482469	0.375983017	0.376084701
683	4	-0.092565032	0.41810486	0.418136581
684	1	0.073075031	0.521026367	0.521054797
684	2	0.078542896	0.481159257	0.481192306
684	3	-0.062334557	0.585989084	0.586022458
684	4	-0.077725705	0.495794139	0.495819908
685	1	0.043523506	0.703742555	0.703755576
685	2	0.041908448	0.706004282	0.706013882
685	3	-0.07682284	0.503645769	0.503717996
685	4	-0.063363468	0.581644221	0.581651099
686	1	0.074764287	0.512258671	0.512269251
686	2	0.115016771	0.301509774	0.301597313
686	3	-0.060310865	0.599467401	0.599514483
686	4	-0.099152135	0.390149546	0.390185292
687	1	0.012588952	0.912558301	0.912558717
687	2	0.080233401	0.471552073	0.471609704
687	3	-0.071426041	0.535635667	0.535694852
687	4	-0.046376396	0.688360906	0.688371971
688	1	0.065110645	0.566565162	0.566578713
688	2	0.110285496	0.325021572	0.325075368
688	3	-0.04933947	0.668696268	0.668728189
688	4	-0.05025025	0.66548356	0.665499853
689	1	0.049757058	0.661140342	0.661147251
689	2	0.108307876	0.335162002	0.335222
689	3	-0.051186665	0.65628856	0.656315264
689	4	-0.056171402	0.626989395	0.627000498
690	1	0.055105666	0.63250396	0.632531163
690	2	0.068704094	0.538106937	0.53815367
690	3	-0.056988587	0.62023971	0.620273109
690	4	-0.081616001	0.478691502	0.478721272
691	1	0.038890459	0.732257259	0.732268428
691	2	0.105846966	0.342816615	0.342929107
691	3	-0.107888933	0.350460273	0.350542149
691	4	-0.064059368	0.576894636	0.57691294
692	1	0.06860491	0.548887932	0.548901031
692	2	0.111327048	0.318235162	0.318297965
692	3	-0.120153196	0.293141559	0.293240758
692	4	-0.02443332	0.832167898	0.832172905
693	1	0.05911331	0.604960613	0.604968002
693	2	0.14486545	0.195321795	0.195443427
693	3	-0.140024998	0.225661558	0.225812925
693	4	-0.070830884	0.536127846	0.536138046
694	1	0.048975617	0.667585716	0.667592376
694	2	0.106731001	0.341886955	0.341956224
694	3	-0.138319007	0.22956476	0.229675766
694	4	-0.091399374	0.427783261	0.427818568
695	1	0.034926672	0.761023479	0.761032005
695	2	0.126141648	0.258547525	0.25860723
695	3	-0.143082199	0.215590892	0.215712309
695	4	-0.082286508	0.473152651	0.473175242
696	1	0.03921878	0.731025976	0.731022622
696	2	0.114610833	0.306159943	0.306260834
696	3	-0.133105315	0.246595136	0.246718633
696	4	-0.040918511	0.722601758	0.72260328
697	1	0.084093036	0.459278948	0.45935105
697	2	0.139189919	0.209837473	0.209943133
697	3	-0.115093352	0.319806022	0.31989663
697	4	0.008019899	0.944739644	0.944725685
698	1	0.060431052	0.594885098	0.594895946
698	2	0.13792928	0.215289133	0.215386528
698	3	-0.135509803	0.243076267	0.243220015
698	4	-0.035297681	0.759734595	0.759737041
699	1	0.052832384	0.641298707	0.641316291
699	2	0.12511276	0.258435593	0.258525789
699	3	-0.10847331	0.348725378	0.348829181
699	4	-0.051127213	0.65650894	0.656517929
700	1	0.049236629	0.664619617	0.664624219
700	2	0.111899934	0.315215127	0.315316382
700	3	-0.114291518	0.322224746	0.322319247
700	4	-0.082338224	0.473227309	0.473248766
701	1	0.049342229	0.664474161	0.664410663
701	2	0.10550285	0.344404497	0.344500606
701	3	-0.081914292	0.476738434	0.47679803
701	4	-0.107571724	0.353051793	0.353060403
702	1	0.032800738	0.771720255	0.771729343
702	2	0.121432543	0.272501852	0.272577278
702	3	-0.09699687	0.40476354	0.404836309
702	4	-0.085803984	0.456308271	0.456328005
703	1	0.045300234	0.689841676	0.689856263
703	2	0.120768732	0.279043284	0.279170881
703	3	-0.119826659	0.297669623	0.297737004
703	4	-0.064649099	0.577686282	0.577710237
704	1	0.022185691	0.845348022	0.845347513
704	2	0.132878576	0.233878106	0.233967676
704	3	-0.100352089	0.384211671	0.384297513
704	4	-0.090844013	0.43136263	0.431394389
705	1	0.012017423	0.91622608	0.916225919
705	2	0.12941167	0.247117135	0.247222631
705	3	-0.096131956	0.405379028	0.405442835
705	4	-0.103128736	0.37071879	0.370770363
706	1	0.037100438	0.74467486	0.7446803
706	2	0.092234207	0.409155535	0.409179512
706	3	-0.076309209	0.511430205	0.511485461
706	4	-0.092854728	0.421036074	0.42108502
707	1	0.058832182	0.604571075	0.604600638
707	2	0.107704149	0.330884829	0.33095731
707	3	-0.119752898	0.304592622	0.304704681
707	4	-0.097870658	0.397804048	0.39785347
708	1	0.066120777	0.560854021	0.560882313
708	2	0.142618929	0.198014037	0.198097385
708	3	-0.136961862	0.23876127	0.23887202
708	4	-0.083903261	0.468401503	0.468449548
709	1	0.055552727	0.625311648	0.625320236
709	2	0.113564393	0.307983337	0.308059583
709	3	-0.129414037	0.267622016	0.267712969
709	4	-0.079896725	0.486363687	0.48640678
710	1	0.016233667	0.887104932	0.887112205
710	2	0.169933871	0.128648087	0.12879465
710	3	-0.109156187	0.346383461	0.346444767
710	4	-0.086971953	0.450155324	0.450191277
711	1	0.021904443	0.847234981	0.847247345
711	2	0.191730118	0.087326078	0.087461783
711	3	-0.137468131	0.243634841	0.243756953
711	4	-0.080292558	0.486655826	0.486681653
712	1	0.052777036	0.643033767	0.643047172
712	2	0.174477709	0.117421418	0.117545698
712	3	-0.148751293	0.203658701	0.203805223
712	4	-0.066042258	0.565632271	0.565645915
713	1	0.00363158	0.974577393	0.974577464
713	2	0.155907503	0.159650092	0.159753609
713	3	-0.156220746	0.180789792	0.180951859
713	4	-0.100961331	0.380633848	0.380635103
714	1	0.050195151	0.658232818	0.658244142
714	2	0.137005618	0.217995306	0.21812709
714	3	-0.168442563	0.148716652	0.148835945
714	4	-0.106936581	0.35067942	0.350711214
715	1	-0.005216746	0.963542201	0.963538931
715	2	0.10602329	0.340054805	0.340112276
715	3	-0.159999984	0.171155188	0.171273093
715	4	-0.079807339	0.485847616	0.485875089
716	1	0.039239833	0.728550129	0.728541597
716	2	0.174467277	0.116990167	0.117126884
716	3	-0.167263464	0.147486242	0.147625834
716	4	-0.080401709	0.483620068	0.483636342
717	1	0.004009295	0.971838712	0.971838854
717	2	0.160626606	0.14600971	0.146111887
717	3	-0.127309735	0.272835013	0.272946365
717	4	-0.113669717	0.319842854	0.319881284
718	1	0.035106898	0.75799679	0.758002239
718	2	0.152475993	0.167142603	0.167305916
718	3	-0.133486099	0.252025144	0.252142617
718	4	-0.072253605	0.524588502	0.524618989
719	1	0.041256924	0.717129403	0.717225778
719	2	0.16948286	0.125992485	0.126150637
719	3	-0.104186202	0.370497145	0.370566664
719	4	-0.119853222	0.289205982	0.289269834
720	1	-0.008326404	0.941681857	0.941681898
720	2	0.146803936	0.185118632	0.185246706
720	3	-0.126322894	0.279177901	0.279263941
720	4	-0.122248655	0.279081839	0.279139745
721	1	0.055687101	0.622183235	0.622192349
721	2	0.097228991	0.376934686	0.377020849
721	3	-0.082911635	0.477771887	0.477818131
721	4	-0.088174581	0.438280761	0.438319436
722	1	0.014329186	0.89964103	0.899642352
722	2	0.136776907	0.217176347	0.217292651
722	3	-0.088951107	0.444686519	0.444744059
722	4	-0.166710034	0.142603651	0.142666985
723	1	0.041520789	0.712680876	0.712687937
723	2	0.121134446	0.27465424	0.274736423
723	3	-0.081473315	0.485182283	0.48523947
723	4	-0.100408085	0.382063375	0.382099936
724	1	0.0298982	0.790379131	0.790393425
724	2	0.13274081	0.232183373	0.232292158
724	3	-0.102008993	0.383611347	0.383696501
724	4	-0.110425255	0.335432066	0.335444435
725	1	8.20E-04	0.994186098	0.994195919
725	2	0.145323477	0.190444235	0.19057134
725	3	-0.106853675	0.35888159	0.358972485
725	4	-0.0724574	0.523594429	0.523610843
726	1	0.001777768	0.987400801	0.987412421
726	2	0.165836788	0.137886204	0.137994858
726	3	-0.130225552	0.259870424	0.259964948
726	4	-0.097784256	0.393531663	0.393565143
727	1	-8.30E-04	0.994151441	0.994148052
727	2	0.141685326	0.200314563	0.200409762
727	3	-0.111519796	0.334763119	0.334864801
727	4	-0.136291245	0.233141728	0.233202224
728	1	0.016913906	0.881190699	0.881152672
728	2	0.150650389	0.177987294	0.178058959
728	3	-0.118687443	0.302803629	0.302886766
728	4	-0.129409221	0.26184214	0.261835407
729	1	0.019308032	0.863815283	0.863820498
729	2	0.140749306	0.205574625	0.205645817
729	3	-0.161657389	0.162690557	0.162807623
729	4	-0.107094473	0.348605926	0.348651592
730	1	-0.001152996	0.991813752	0.991839923
730	2	0.120350131	0.278672653	0.278718142
730	3	-0.146858455	0.208351709	0.208468564
730	4	-0.08992244	0.430192961	0.430218072
731	1	-0.00723562	0.94896708	0.948936773
731	2	0.143489871	0.193759023	0.193866851
731	3	-0.132809112	0.257014864	0.257120719
731	4	-0.092186123	0.41773297	0.41774488
732	1	0.033897409	0.761426309	0.761421459
732	2	0.155676992	0.160439122	0.160560343
732	3	-0.150875963	0.194661365	0.194823655
732	4	-0.053817938	0.63887522	0.638877757
733	1	0.016069223	0.885317448	0.885318586
733	2	0.191165892	0.083702917	0.083829964
733	3	-0.172999859	0.134634082	0.134741961
733	4	-0.072619224	0.529240181	0.529249853
734	1	-3.47E-04	0.997518241	0.997524507
734	2	0.201518429	0.069784125	0.069908548
734	3	-0.152604425	0.190853766	0.190984659
734	4	-0.060581233	0.596993506	0.597006736
735	1	4.59E-04	0.99673539	0.996717982
735	2	0.187569436	0.094627896	0.094721804
735	3	-0.151206264	0.191812576	0.191958646
735	4	-0.063792419	0.578042148	0.578043379
736	1	-0.006170338	0.955866479	0.9558684
736	2	0.173092809	0.125580169	0.125711159
736	3	-0.150395819	0.197071791	0.197184937
736	4	-0.033858236	0.768466939	0.76846841
737	1	-0.001265534	0.990880875	0.990880022
737	2	0.237824768	0.033037666	0.033143413
737	3	-0.180058512	0.120971702	0.121116188
737	4	-0.046263063	0.688127644	0.688125317
738	1	-0.023942167	0.829628915	0.829646168
738	2	0.198652394	0.078642521	0.078741799
738	3	-0.164752775	0.153375949	0.153520371
738	4	-0.053222015	0.645926565	0.645938352
739	1	-0.063863992	0.568784592	0.568786686
739	2	0.176620597	0.11496832	0.115115669
739	3	-0.201376699	0.079765271	0.079892193
739	4	-0.076216732	0.509838437	0.509861579
740	1	-0.029766434	0.78745775	0.787454912
740	2	0.156127886	0.160065439	0.160155112
740	3	-0.176146197	0.127276558	0.127416704
740	4	-0.033340932	0.772447279	0.772451785
