generation	transect	b	p_beta	lrt_p_value
289	3	0.003430355	0.972745947	0.972741292
289	4	-0.035369017	0.724051915	0.724054424
290	1	-0.035855397	0.714670758	0.714660261
290	2	0.002440245	0.979553239	0.979556043
290	3	-0.0047537	0.962425123	0.962426281
290	4	0.00283145	0.977479392	0.977548593
291	1	0.032845467	0.739331446	0.739351351
291	2	-0.018495085	0.845089878	0.845094457
291	3	-0.016044696	0.871951986	0.871951394
291	4	-0.060444914	0.546106759	0.546129287
292	1	0.079547871	0.413036941	0.413090106
292	2	-0.008536676	0.928401279	0.928395115
292	3	-0.018907845	0.851596118	0.851614322
292	4	0.011816991	0.906317398	0.906417349
293	1	0.03056101	0.754222187	0.754228827
293	2	0.036383478	0.701557259	0.701532907
293	3	-0.062362207	0.535481594	0.535495305
293	4	-0.01540742	0.877468131	0.877444801
294	1	-0.001713326	0.98588889	0.98588749
294	2	0.052280123	0.572852838	0.572863263
294	3	-0.051503997	0.60686436	0.606890107
294	4	-0.016791055	0.868349238	0.868359988
295	1	0.044640899	0.647096929	0.647102955
295	2	0.027771586	0.771562227	0.771563514
295	3	-0.009735138	0.923066432	0.9230665
295	4	-0.027936045	0.785487557	0.785512574
296	1	0.046002201	0.637488266	0.637510644
296	2	0.048683066	0.611909143	0.612005328
296	3	0.050049243	0.619510426	0.619420388
296	4	-0.02073128	0.840046818	0.840061884
297	1	0.024885038	0.800078001	0.800075999
297	2	0.045464204	0.633242695	0.633247387
297	3	-0.013686907	0.891230779	0.891191692
297	4	0.004510742	0.964368438	0.96438127
298	1	0.023130657	0.813435297	0.813438777
298	2	0.018632378	0.843002564	0.843003034
298	3	0.015724085	0.875101012	0.875095526
298	4	-0.041533749	0.684982138	0.685001094
299	1	0.066288808	0.499648192	0.499687949
299	2	0.013295039	0.88867879	0.888677859
299	3	-0.013127337	0.895707039	0.89570762
299	4	-0.072286089	0.475818027	0.475852046
300	1	0.055020766	0.578166452	0.578210612
300	2	0.022044729	0.816526103	0.81652022
300	3	-0.059990503	0.5468982	0.54691813
300	4	-0.061355708	0.542957832	0.543015165
301	1	0.028192015	0.772983671	0.772997382
301	2	0.08576239	0.367816551	0.367861974
301	3	-0.013435104	0.893049933	0.893050129
301	4	-0.042352585	0.674147989	0.674161686
302	1	0.020192458	0.837665914	0.837670372
302	2	0.10291206	0.284778805	0.284835416
302	3	-0.014817257	0.882527972	0.882530815
302	4	-0.019430887	0.847405356	0.847378844
303	1	0.037492598	0.702327107	0.702346595
303	2	0.096852008	0.308392699	0.308466429
303	3	-0.016112153	0.872910655	0.872808161
303	4	-0.027375907	0.786935514	0.78692174
304	1	0.01782027	0.856475918	0.856492988
304	2	0.11300663	0.23776535	0.237825064
304	3	-0.034300322	0.733018595	0.733027321
304	4	-0.009167781	0.928715121	0.928664583
305	1	-0.018448369	0.849965117	0.849964081
305	2	0.045329986	0.637218755	0.637221803
305	3	0.001735915	0.986415165	0.986413032
305	4	0.048333365	0.633465983	0.633474672
306	1	0.029448687	0.7657946	0.765804822
306	2	0.066997957	0.497032639	0.497042036
306	3	0.017161114	0.864876708	0.864875117
306	4	0.03664532	0.71994546	0.71992086
307	1	0.029710971	0.765949289	0.765954226
307	2	0.056952385	0.564837911	0.564838729
307	3	0.091165939	0.369821039	0.369846827
307	4	0.005082655	0.960636055	0.960643389
308	1	-0.005536542	0.955977709	0.955977612
308	2	2.40E-06	0.999980828	0.99984922
308	3	0.071027177	0.484887115	0.484915146
308	4	-0.029576448	0.776047906	0.776057319
309	1	0.014880504	0.881472202	0.881472475
309	2	-0.038979356	0.695933089	0.695883012
309	3	0.033523981	0.740835212	0.740835043
309	4	-0.03398275	0.742950817	0.742932085
310	1	-0.009353242	0.924775161	0.924774613
310	2	-0.048461595	0.626540358	0.626557207
310	3	-5.73E-04	0.995476771	0.99547677
310	4	-0.032394345	0.756108676	0.756116556
311	1	0.011546341	0.90855161	0.908553744
311	2	-0.028766	0.771712256	0.771540859
311	3	0.035532289	0.725554026	0.725271732
311	4	-0.068052124	0.514411258	0.514464111
312	1	0.026241329	0.791212199	0.791162568
312	2	-0.051476344	0.599279329	0.599303525
312	3	0.056802045	0.574992601	0.575028465
312	4	-0.090882694	0.382593276	0.382664096
313	1	0.094992668	0.34160312	0.341724402
313	2	-0.099993087	0.312674269	0.312752728
313	3	0.001229047	0.990218544	0.990216522
313	4	-0.055485665	0.593463264	0.593491598
314	1	0.013485174	0.89220707	0.892207822
314	2	-0.098922681	0.312079818	0.312171433
314	3	0.069458844	0.487121552	0.487135556
314	4	-0.018604273	0.858848886	0.85885329
315	1	-0.033533927	0.737116932	0.737148823
315	2	-0.088945578	0.366524279	0.366586118
315	3	0.060150695	0.550160656	0.550175199
315	4	-0.047671742	0.646761503	0.646786492
316	1	0.00115299	0.990759435	0.990755862
316	2	-0.050274398	0.60234201	0.60241609
316	3	0.067905612	0.504813096	0.504835631
316	4	-4.70E-04	0.996420209	0.996420154
317	1	-0.031005516	0.759911634	0.759902534
317	2	-0.062890833	0.51885648	0.518886117
317	3	0.084171904	0.411056473	0.411113701
317	4	-0.038768121	0.70811977	0.708126175
318	1	-0.002854238	0.977369447	0.977369874
318	2	-0.080229501	0.415128838	0.415162702
318	3	0.033628899	0.739751177	0.739743116
318	4	-0.035380713	0.732779727	0.732783823
319	1	-0.035878281	0.722110885	0.72210949
319	2	-0.031947633	0.74435711	0.744364875
319	3	0.055344702	0.581284021	0.581372141
319	4	0.003968211	0.969525143	0.969522334
320	1	-0.087570584	0.383780462	0.383813303
320	2	-0.010213826	0.916856736	0.916855442
320	3	0.032946473	0.743044852	0.743052588
320	4	-0.007557525	0.942160549	0.942159641
321	1	-0.047188847	0.640426821	0.6404482
321	2	0.046062153	0.641546178	0.641547722
321	3	0.0084403	0.93301234	0.933012802
321	4	-0.049401441	0.637836292	0.637882337
322	1	-0.041534779	0.681925959	0.681936035
322	2	0.020972409	0.830248081	0.830256003
322	3	0.048830733	0.630784078	0.630794525
322	4	-0.046829617	0.653596812	0.653613977
323	1	-0.003021793	0.976041524	0.97605337
323	2	0.006140666	0.950008431	0.950008509
323	3	0.061736082	0.537513175	0.537543309
323	4	-0.022099911	0.832711021	0.832710749
324	1	-0.061994965	0.537094765	0.53708252
324	2	-0.035614773	0.714387809	0.714386952
324	3	0.005918795	0.952979692	0.952945986
324	4	-0.049504707	0.630043918	0.630071647
325	1	-0.033725008	0.740723506	0.740846568
325	2	-0.002250816	0.98153019	0.981530112
325	3	5.87E-04	0.995358572	0.995360188
325	4	-0.043310232	0.675093396	0.675109993
326	1	-0.040303558	0.690959708	0.690971084
326	2	0.002640413	0.978586817	0.978585629
326	3	0.015766749	0.875518776	0.875523413
326	4	0.00298585	0.976777029	0.976777051
327	1	-0.023229328	0.817314745	0.817315544
327	2	0.003441921	0.971808436	0.971808175
327	3	-0.025618058	0.799971727	0.79997595
327	4	0.018260435	0.857048653	0.85704235
328	1	-0.03394469	0.736936498	0.736934052
328	2	0.007580169	0.938624027	0.938623581
328	3	-0.00163182	0.98712335	0.9871377
328	4	0.013937252	0.891596313	0.891631624
329	1	0.009103725	0.929239079	0.929239746
329	2	-0.052027874	0.595751063	0.59578046
329	3	-0.032108582	0.753366201	0.75335518
329	4	-0.013040647	0.89873322	0.8987378
330	1	0.040404571	0.692491773	0.692502047
330	2	-0.058674432	0.554370538	0.55438281
330	3	-0.014713386	0.884846515	0.884980594
330	4	-0.026891194	0.792497325	0.792476448
331	1	0.010378575	0.918668804	0.918645332
331	2	-0.019771426	0.841053969	0.841057345
331	3	0.015031054	0.882381371	0.882330084
331	4	-0.031663171	0.754997999	0.754999265
332	1	0.012567029	0.902799262	0.902800485
332	2	-0.054466988	0.588372176	0.588398198
332	3	0.044085029	0.663897432	0.663906457
332	4	-0.014930536	0.884262779	0.884263322
333	1	0.019256711	0.851131649	0.851132268
333	2	-0.008556236	0.930995524	0.930995911
333	3	0.018710133	0.85362197	0.853627003
333	4	-0.011956902	0.908733099	0.908733207
334	1	-0.015371451	0.879861285	0.879974489
334	2	0.013076393	0.895066711	0.895050143
334	3	0.027229096	0.787236163	0.787224188
334	4	0.016989616	0.868042523	0.868044389
335	1	0.020985606	0.837252213	0.837256688
335	2	-0.006089426	0.951098966	0.951038569
335	3	-0.035447326	0.725974726	0.725979226
335	4	-0.004230116	0.966708905	0.966707465
336	1	0.032808181	0.746417732	0.746416795
336	2	-0.018736679	0.85163401	0.85169957
336	3	0.029414835	0.769549663	0.769675602
336	4	0.038397299	0.703878815	0.703883581
337	1	-0.004314738	0.966112684	0.966113085
337	2	-0.034897135	0.726371067	0.726709393
337	3	0.030051463	0.762854552	0.762856827
337	4	0.084804618	0.400120504	0.400142698
338	1	0.008952507	0.929846319	0.929858352
338	2	-0.003158793	0.974487175	0.974540128
338	3	0.007622499	0.939490089	0.939490604
338	4	0.043659798	0.667152151	0.667154738
339	1	0.044251953	0.658619143	0.658634271
339	2	-0.0518224	0.602595121	0.602611464
339	3	0.007260727	0.942208252	0.9421891
339	4	0.100639284	0.319605459	0.319678185
340	1	-0.002176793	0.982692549	0.982699192
340	2	-5.99E-05	0.999509439	0.999487463
340	3	-0.019343356	0.84675087	0.8467333
340	4	0.051238486	0.614822774	0.614829373
341	1	0.044681646	0.655708185	0.655718817
341	2	-0.027047806	0.782369103	0.782371873
341	3	0.003933343	0.968537546	0.968559729
341	4	0.099129284	0.332715831	0.332757801
342	1	0.011191232	0.912015474	0.912012374
342	2	0.016720836	0.865860279	0.865858939
342	3	0.005335984	0.957794619	0.95779465
342	4	-0.005508016	0.957200558	0.957204303
343	1	-0.014067693	0.889660964	0.889660454
343	2	-0.051235658	0.602771295	0.602793184
343	3	0.028155048	0.779810928	0.779812679
343	4	0.026928564	0.79278475	0.792729403
344	1	-0.016750575	0.868047117	0.868045651
344	2	-0.001852204	0.985128658	0.98512713
344	3	-0.00350687	0.972267308	0.972272163
344	4	0.015375781	0.880924118	0.881031708
345	1	0.020162327	0.844248518	0.844250348
345	2	-0.064804036	0.514365445	0.51437092
345	3	0.025251171	0.801318977	0.801314365
345	4	0.007706181	0.940604064	0.940537793
346	1	0.039136585	0.703040749	0.703014808
346	2	-0.013229359	0.894855919	0.894858761
346	3	0.0394326	0.696593487	0.696603495
346	4	-0.001707817	0.986881174	0.986866168
347	1	0.029162449	0.774761359	0.774783876
347	2	0.031571585	0.754137756	0.754135028
347	3	0.020942312	0.833688004	0.833691687
347	4	0.017907945	0.860796059	0.860797817
348	1	0.034225579	0.737067522	0.737024119
348	2	-0.038749016	0.696597266	0.696602265
348	3	0.016059788	0.872850123	0.872834897
348	4	0.018212462	0.858829165	0.858827865
349	1	0.066139673	0.513065935	0.513065168
349	2	0.008101802	0.935738718	0.935442645
349	3	0.005638648	0.955974715	0.955944514
349	4	-0.034829159	0.736012995	0.736083761
350	1	0.032532033	0.747183981	0.747181741
350	2	-0.05099537	0.615200533	0.615207259
350	3	0.059301554	0.565512451	0.565546408
350	4	0.020622027	0.842355024	0.842357543
351	1	-0.04470105	0.65991037	0.659929926
351	2	-0.051146726	0.617235313	0.617073647
351	3	0.024976001	0.8095514	0.809533231
351	4	-0.054704986	0.594996313	0.59499641
352	1	0.058892544	0.559474619	0.559476702
352	2	0.018039951	0.860550143	0.860465698
352	3	0.001331466	0.989743174	0.989742956
352	4	-0.024164229	0.816084482	0.816095065
353	1	0.036931437	0.717189487	0.717202309
353	2	-0.002907686	0.977395007	0.977356361
353	3	-0.025119412	0.808293134	0.808482748
353	4	-0.038815801	0.7082642	0.708260688
354	1	-0.017187814	0.865346919	0.865350487
354	2	-0.037102275	0.717133152	0.717130674
354	3	4.13E-04	0.99680747	0.996797926
354	4	-0.046529686	0.649357406	0.64936991
355	1	-0.055448886	0.586511391	0.586531928
355	2	3.82E-04	0.997026173	0.996990864
355	3	0.004185557	0.968005867	0.968005734
355	4	-0.005410822	0.957951048	0.957953556
356	1	-0.043078727	0.673339162	0.67334524
356	2	-0.020037682	0.846274962	0.846276146
356	3	0.0179728	0.863197864	0.863197974
356	4	-0.011138753	0.91452968	0.914605667
357	1	-0.042504645	0.679313256	0.679319875
357	2	0.047801994	0.644970082	0.644980754
357	3	0.028756981	0.782964994	0.782974462
357	4	-0.025193458	0.809125709	0.809131209
358	1	0.033591971	0.745334266	0.745331104
358	2	0.004671208	0.964385421	0.964379381
358	3	0.003033412	0.976979065	0.976978831
358	4	-0.08360925	0.418639559	0.418646005
359	1	-0.035550501	0.729916336	0.729930339
359	2	0.03187029	0.758549431	0.758579811
359	3	0.010980426	0.915881816	0.915898366
359	4	-0.059033103	0.572295585	0.572364914
360	1	-0.014014384	0.89336971	0.893361532
360	2	-0.02885128	0.782041235	0.782036031
360	3	-0.023125548	0.825541831	0.825542419
360	4	-0.032797	0.754804762	0.75481048
361	1	-0.053639039	0.603182338	0.603196766
361	2	-0.019795662	0.849765249	0.849814117
361	3	-0.006519398	0.950907714	0.950906196
361	4	0.033770752	0.747781621	0.747785414
362	1	-0.05680554	0.585391391	0.585407438
362	2	0.055658719	0.592654885	0.592676542
362	3	-0.035545993	0.735232123	0.735231353
362	4	0.011589299	0.911817425	0.911815706
363	1	-0.083443048	0.420750912	0.420791554
363	2	0.033747133	0.744203066	0.744209485
363	3	-0.03208933	0.758551647	0.758551103
363	4	0.001975934	0.985057058	0.985056982
364	1	-0.030499089	0.768613493	0.768617306
364	2	0.045237251	0.663172243	0.663183317
364	3	-0.058099888	0.584345544	0.584360636
364	4	0.029494969	0.778740477	0.778717851
365	1	-0.050145172	0.62736045	0.627381044
365	2	0.01729169	0.866999551	0.867019183
365	3	-0.018251446	0.860365878	0.860366701
365	4	0.015707861	0.881135447	0.881134375
366	1	-0.095772412	0.354021537	0.354094219
366	2	0.016576018	0.871938893	0.87197983
366	3	0.016737858	0.870380434	0.870381151
366	4	-0.014738481	0.88806307	0.888065768
367	1	-0.106522244	0.303134979	0.30321604
367	2	-0.018334042	0.859823012	0.859697617
367	3	0.014418879	0.889386162	0.889490362
367	4	-0.012208175	0.907319326	0.907304916
368	1	-0.106789409	0.301285272	0.301331846
368	2	0.018750188	0.856169772	0.856150639
368	3	-0.012134862	0.907271812	0.907250378
368	4	-0.028056635	0.787711642	0.787715882
369	1	-0.057580363	0.581187763	0.581119892
369	2	-0.06631588	0.518322021	0.518351937
369	3	0.024840742	0.811160109	0.811115812
369	4	0.022898257	0.825293916	0.825291178
370	1	-0.096587509	0.353684118	0.353732833
370	2	-0.031150529	0.762389193	0.762567448
370	3	-0.026295282	0.801962005	0.801909051
370	4	0.044771715	0.665255952	0.665263816
371	1	-0.043552556	0.677369005	0.677365156
371	2	-0.026957198	0.795039457	0.795034834
371	3	-0.003935192	0.969674708	0.969677937
371	4	-0.002845396	0.978119198	0.9782783
372	1	-0.011649039	0.911492083	0.911490274
372	2	-0.02357145	0.819721537	0.81972172
372	3	0.025697878	0.801441651	0.801442084
372	4	-0.021456652	0.83639237	0.836390285
373	1	-0.030533876	0.768650287	0.768686577
373	2	0.009913573	0.923291432	0.923385213
373	3	0.009664508	0.925549466	0.925543494
373	4	0.005315148	0.958462784	0.958461401
374	1	-0.038590662	0.710394608	0.710390059
374	2	0.036985059	0.717946014	0.717949772
374	3	0.024441355	0.812992492	0.81299264
374	4	0.030533088	0.767606735	0.767603616
375	1	-0.056702169	0.581404574	0.581405968
375	2	0.015964857	0.874969543	0.87497924
375	3	0.026609898	0.795892059	0.795879527
375	4	0.048644947	0.637494956	0.6374974
376	1	-0.058398488	0.571502881	0.571505761
376	2	0.019275627	0.849582603	0.849575451
376	3	0.005361847	0.95828187	0.958189511
376	4	0.063587128	0.540164925	0.540157597
377	1	-0.028064893	0.787309406	0.787302327
377	2	0.021129613	0.833440204	0.833441838
377	3	0.020517539	0.840423135	0.840463385
377	4	0.049840563	0.630983	0.630993238
378	1	-0.066328741	0.52010338	0.520115138
378	2	0.002029957	0.984059423	0.984060686
378	3	-0.003689563	0.971156302	0.97115638
378	4	-0.007547647	0.941857807	0.941861
379	1	-0.107213007	0.29778134	0.297830374
379	2	0.022673885	0.824189424	0.8241691
379	3	-0.02586761	0.802743436	0.802806087
379	4	0.013119829	0.897986841	0.897986912
380	1	-0.059031383	0.570794671	0.5708078
380	2	-0.010827449	0.91677464	0.916770551
380	3	-0.020681417	0.842709329	0.842713037
380	4	0.028132841	0.784466272	0.784466874
381	1	-0.043678756	0.670661477	0.670668353
381	2	-7.70E-04	0.994002276	0.994000462
381	3	0.032986397	0.754609241	0.754612344
381	4	-0.003283054	0.974425603	0.974425569
382	1	-0.101615417	0.326070493	0.326109466
382	2	-0.036577267	0.720776752	0.720786905
382	3	-0.031118415	0.76650892	0.766513263
382	4	-0.008413515	0.934239196	0.934239205
383	1	-0.073300661	0.479042119	0.479065712
383	2	0.018005493	0.859093803	0.859085173
383	3	-0.031099298	0.764083105	0.764105267
383	4	0.022735808	0.821074655	0.821072735
384	1	-0.062057004	0.544369473	0.544376296
384	2	0.024903779	0.806639886	0.806644116
384	3	-0.115086099	0.272059386	0.272078102
384	4	0.060200914	0.552661735	0.552673328
385	1	-0.077203911	0.45813369	0.458161685
385	2	0.072515921	0.471790075	0.471810992
385	3	-0.035619927	0.728606815	0.728592221
385	4	0.058954914	0.562840374	0.56286897
386	1	-0.084743096	0.412217026	0.412259452
386	2	0.052467143	0.602288009	0.602304563
386	3	-0.027682983	0.788213831	0.78816509
386	4	0.055166501	0.590043161	0.590068531
387	1	-0.106921006	0.304393931	0.304448138
387	2	0.109978988	0.276040284	0.276104039
387	3	-0.022147659	0.830243552	0.830481599
387	4	0.098785142	0.33785857	0.33794208
388	1	-0.119290342	0.246837178	0.24691728
388	2	0.096042258	0.34421087	0.344358769
388	3	0.002410492	0.981088877	0.9810886
388	4	0.060956416	0.555717783	0.555738214
389	1	-0.094527543	0.363359791	0.363429908
389	2	0.094389225	0.348971423	0.349028653
389	3	-0.044618388	0.657558996	0.657580817
389	4	0.038248629	0.70933219	0.709286134
390	1	-0.102912241	0.322737289	0.322806231
390	2	0.066135963	0.509832875	0.5098487
390	3	-0.030738288	0.76128842	0.761289159
390	4	0.056698632	0.580286323	0.580204952
391	1	-0.130882923	0.206551041	0.206647356
391	2	0.040697215	0.689338665	0.689330052
391	3	0.020911372	0.836979379	0.836982111
391	4	0.005749824	0.955839351	0.955838904
392	1	-0.103599971	0.321302338	0.321359794
392	2	0.02473199	0.80705331	0.807054958
392	3	0.047871139	0.636012616	0.63583004
392	4	0.022846844	0.82622865	0.826227601
393	1	-0.106446272	0.307637853	0.307550414
393	2	0.051878486	0.609454596	0.60947396
393	3	0.044229166	0.664767625	0.664807652
393	4	0.012153635	0.905542408	0.905594729
394	1	-0.101928006	0.334014222	0.334090683
394	2	0.09676416	0.344025685	0.344084374
394	3	0.024555414	0.811007971	0.810996754
394	4	-0.012265598	0.905477827	0.905627306
395	1	-0.089463208	0.396836107	0.396899244
395	2	0.074260581	0.469727089	0.469774919
395	3	-0.002487473	0.980708864	0.981098364
395	4	0.018133464	0.860061881	0.860060764
396	1	-0.088517756	0.398714626	0.398750955
396	2	0.072191279	0.483447586	0.483495837
396	3	-0.008177243	0.936265642	0.936271417
396	4	0.018703243	0.856391254	0.85639453
397	1	-0.06428192	0.539628624	0.539652482
397	2	0.065183556	0.531438046	0.531499983
397	3	-0.041515967	0.682923867	0.682930895
397	4	0.100275611	0.334647311	0.334737379
398	1	-0.11366918	0.276914748	0.27704418
398	2	0.076297282	0.46199872	0.462005566
398	3	-0.019301547	0.850563213	0.850564278
398	4	0.072589845	0.486681312	0.486718934
399	1	-0.078477152	0.45049821	0.450536715
399	2	0.071124297	0.493550586	0.493595076
399	3	-0.027030933	0.79374588	0.793753138
399	4	0.056995907	0.582574925	0.58254729
400	1	-0.064270858	0.53955237	0.539567214
400	2	0.046504072	0.65666925	0.656690377
400	3	0.012639004	0.901661043	0.901661106
400	4	0.042867706	0.676703887	0.676709573
401	1	-0.078825357	0.456920762	0.456963043
401	2	0.04974206	0.632841967	0.632877903
401	3	-0.036129698	0.727387157	0.727410526
401	4	0.049709141	0.630694911	0.630714745
402	1	-0.079284754	0.451396812	0.451435097
402	2	0.060214583	0.564773252	0.564774891
402	3	-0.006798178	0.947654595	0.947655951
402	4	0.0630895	0.542360723	0.542365882
403	1	-0.05711845	0.585046563	0.585064127
403	2	0.022324085	0.830456103	0.830582722
403	3	-0.017442925	0.865140806	0.865135161
403	4	0.049478595	0.631737406	0.631759216
404	1	-0.068519412	0.5104009	0.510434424
404	2	0.036426215	0.728932304	0.728934126
404	3	-0.022554897	0.827677317	0.827678908
404	4	0.042486935	0.684276615	0.684278383
405	1	-0.020202549	0.847208642	0.847215298
405	2	0.04994466	0.636074152	0.63608602
405	3	-0.057053001	0.582344627	0.582361878
405	4	0.063419615	0.541375552	0.541393902
406	1	-0.039274947	0.706683033	0.706467255
406	2	0.006898027	0.947803838	0.94780774
406	3	0.039974361	0.702402045	0.702389856
406	4	0.085478778	0.410267742	0.410254925
407	1	0.007364076	0.944024874	0.944031442
407	2	0.025981546	0.804837395	0.804741018
407	3	-0.005222477	0.960264992	0.960265015
407	4	0.083687576	0.422200328	0.422165407
408	1	-0.034932621	0.740027448	0.740034968
408	2	-0.020283499	0.847012613	0.847011849
408	3	-0.007517341	0.943126181	0.943240639
408	4	0.051730212	0.620078886	0.620093866
409	1	-0.034705503	0.73831391	0.738285661
409	2	-0.040364509	0.700454536	0.70046119
409	3	-0.034232852	0.742215129	0.742217043
409	4	0.044257338	0.670323949	0.670390685
410	1	-0.03203437	0.756848158	0.75684875
410	2	-0.050462588	0.63332891	0.633337885
410	3	-0.034829814	0.740907195	0.740918981
410	4	0.024209128	0.816742759	0.816744307
411	1	-0.051694748	0.615795771	0.615807741
411	2	-0.059713564	0.570271284	0.570260971
411	3	-0.073222724	0.483038456	0.483068285
411	4	0.041067242	0.695068971	0.695113109
412	1	-0.061451717	0.554731052	0.554781043
412	2	-0.017700569	0.865822414	0.865829738
412	3	0.007998941	0.939343709	0.939343736
412	4	-0.002790795	0.978843506	0.978843767
413	1	-0.075599883	0.467687901	0.467716589
413	2	-0.007808898	0.94062595	0.940615091
413	3	-0.049646947	0.641639964	0.641649913
413	4	0.022842394	0.827473668	0.827475382
414	1	-0.006405532	0.95144076	0.951440972
414	2	0.012445887	0.905618864	0.905965661
414	3	-0.012238916	0.908376082	0.908388026
414	4	0.014750673	0.887248703	0.88724882
415	1	-0.036732854	0.725784895	0.725724459
415	2	0.004559666	0.965538974	0.965538113
415	3	0.042941626	0.684929163	0.684899091
415	4	0.030733044	0.764274032	0.764378577
416	1	-0.060163451	0.566538366	0.566561953
416	2	0.062141847	0.551660948	0.551673238
416	3	-0.031844147	0.762720923	0.762719659
416	4	0.039849124	0.700704856	0.700705968
417	1	-0.040062168	0.705191945	0.705245761
417	2	0.071528152	0.494784344	0.494806062
417	3	-0.024514288	0.816967126	0.816966877
417	4	0.042016787	0.686472844	0.686481058
418	1	-0.082203752	0.434631703	0.434660669
418	2	0.070687075	0.503410947	0.503427989
418	3	-0.002612237	0.980376261	0.980373111
418	4	0.031163225	0.764959971	0.764969531
419	1	-0.08395636	0.420010787	0.420043802
419	2	0.100025169	0.337088298	0.337125991
419	3	0.034922012	0.743581847	0.743588556
419	4	-0.014364891	0.890377879	0.890377933
420	1	-0.08476245	0.415348085	0.415369029
420	2	0.095012833	0.367165562	0.36718502
420	3	0.010730574	0.919178811	0.91918425
420	4	0.044415766	0.671768989	0.671775863
421	1	-0.040063851	0.696252273	0.696257647
421	2	0.095774574	0.364686795	0.364660094
421	3	-0.042027258	0.6908761	0.69087137
421	4	0.028089169	0.78690824	0.78690642
422	1	-0.070834025	0.498807853	0.498927902
422	2	0.068439825	0.515159421	0.515119778
422	3	0.020640268	0.843177216	0.843182878
422	4	-0.042549955	0.682144388	0.682144974
423	1	-0.054863645	0.59267072	0.592697175
423	2	0.062282193	0.549556005	0.549493451
423	3	0.057630052	0.587171621	0.587163295
423	4	-0.010316006	0.921386265	0.921330811
424	1	-0.017031701	0.869379602	0.869375419
424	2	0.06110321	0.562399493	0.562374564
424	3	-0.010980775	0.917391137	0.917391355
424	4	-0.004075158	0.969084446	0.969087338
425	1	-0.0736406	0.477150545	0.477175462
425	2	0.103662823	0.320778958	0.320825094
425	3	-0.019865334	0.850491353	0.850584535
425	4	0.007826202	0.940813247	0.940813348
426	1	-0.036457425	0.726236795	0.72616982
426	2	0.058030791	0.579623109	0.579579744
426	3	-0.010772808	0.919154823	0.919143522
426	4	-0.00518369	0.960933892	0.96093428
427	1	-0.046732393	0.655574159	0.655583955
427	2	0.061586747	0.558928246	0.55893476
427	3	0.007107797	0.94603859	0.946038749
427	4	-0.013297949	0.901387519	0.901400523
428	1	-0.052211183	0.621179709	0.621171093
428	2	0.057240938	0.584890927	0.584901952
428	3	-0.017638788	0.866720593	0.866718243
428	4	-0.025810447	0.810043855	0.810043204
429	1	-0.011876455	0.910271346	0.910264491
429	2	0.048804495	0.639617519	0.63966539
429	3	-0.036885113	0.725709631	0.725729151
429	4	-0.034879379	0.747212656	0.747209438
430	1	-0.005009104	0.962233946	0.962229501
430	2	0.060748482	0.559847754	0.559858773
430	3	0.007049746	0.946337097	0.946336019
430	4	-0.021970512	0.837347927	0.837343597
431	1	-0.037894411	0.720400701	0.720398907
431	2	0.084317696	0.420137677	0.420186349
431	3	-0.041996865	0.689301975	0.689385573
431	4	-0.012530874	0.908342477	0.908340549
432	1	0.008489469	0.936162348	0.93616234
432	2	0.038267929	0.711324133	0.711336818
432	3	-0.04227606	0.689262552	0.689279623
432	4	-0.013069585	0.903572976	0.903575311
433	1	0.04625856	0.662030973	0.662040115
433	2	0.067118313	0.522699061	0.522731187
433	3	-0.035060852	0.741550394	0.741559972
433	4	-0.004087721	0.969701326	0.969715095
434	1	0.001288174	0.990378295	0.990378142
434	2	0.013355455	0.898607478	0.898607635
434	3	-0.024151802	0.82028068	0.820284101
434	4	-0.032430814	0.763091003	0.763087599
435	1	-0.025468336	0.810461399	0.810458513
435	2	-0.016635231	0.874707524	0.874705513
435	3	-0.004003022	0.969724059	0.969723064
435	4	-0.017846335	0.868625428	0.868620694
436	1	0.035547256	0.739059431	0.739069734
436	2	-0.015655497	0.882014386	0.882012865
436	3	0.011981065	0.909258006	0.909257649
436	4	0.023813379	0.826535395	0.826543211
437	1	0.002442495	0.98181068	0.981754022
437	2	-0.024567437	0.816014355	0.81600862
437	3	0.011739611	0.91023957	0.910236562
437	4	0.015951195	0.88239658	0.882404786
438	1	0.020529968	0.847014234	0.847015097
438	2	0.004301893	0.967537896	0.967585828
438	3	-0.037427968	0.722987917	0.722993321
438	4	0.027038468	0.803861648	0.803831437
439	1	0.011604436	0.913081057	0.913076881
439	2	0.00932056	0.930291039	0.930295033
439	3	-0.014671616	0.888731269	0.888735091
439	4	-0.012486391	0.907710426	0.907716977
440	1	0.013688145	0.898058688	0.898069825
440	2	-0.005286651	0.960532914	0.960528827
440	3	-0.026666076	0.800015856	0.800019274
440	4	0.042735896	0.69156095	0.691567588
441	1	-0.029093952	0.785450105	0.785454141
441	2	0.03396613	0.751917411	0.751930504
441	3	-0.045697061	0.663635998	0.663643107
441	4	0.035322598	0.743680583	0.743677456
442	1	-0.033332286	0.755149261	0.755155983
442	2	-0.00494585	0.963277575	0.963279519
442	3	-0.010244791	0.922618676	0.92261688
442	4	0.047192656	0.662382778	0.662385629
443	1	-0.013134115	0.902489106	0.902489235
443	2	0.042561914	0.694325492	0.694309112
443	3	-0.012870568	0.903362683	0.903361648
443	4	0.04991423	0.644496789	0.64464605
444	1	-0.028885927	0.788649588	0.788653287
444	2	0.023108047	0.830006204	0.830008397
