generation	transect	bl	bh	b	N	nsig	p
252	2	-1.311110606	1.461965057	-0.058961541	100	18	0.18
252	3	-1.26311564	1.13840427	-0.14191277	100	20	0.2
252	4	-1.175671855	1.243714982	0.059511911	100	15	0.15
253	1	-1.324902084	1.414088	0.037900137	100	22	0.22
253	2	-1.153867316	1.445621963	-0.103562241	100	18	0.18
253	3	-1.502407485	1.580623115	-0.130170865	100	15	0.15
253	4	-0.898911078	1.278599351	0.07595335	100	12	0.12
254	1	-1.145932311	1.222723096	0.111195184	100	17	0.17
254	2	-1.203465058	1.506406762	-0.058296395	100	16	0.16
254	3	-1.575818299	1.862274119	-0.220728132	100	18	0.18
254	4	-1.23050131	1.157405631	0.064777494	100	15	0.15
255	1	-1.270737286	1.399120726	0.074150914	100	20	0.2
255	2	-1.14335931	1.799898927	0.058390611	100	16	0.16
255	3	-1.169287388	1.26687173	-0.092241937	100	20	0.2
255	4	-1.051900031	1.30790847	0.073337573	100	17	0.17
256	1	-1.136171932	1.252486682	0.105502921	100	20	0.2
256	2	-1.243718699	1.18272232	0.0696912	100	24	0.24
256	3	-1.132462943	1.584429717	-0.104039491	100	17	0.17
256	4	-1.123197025	1.170993686	-0.017006172	100	15	0.15
257	1	-1.210418336	1.338466727	0.087086204	100	22	0.22
257	2	-1.042705517	1.332272357	-0.02699742	100	16	0.16
257	3	-0.989724532	1.423134275	-0.04525661	100	15	0.15
257	4	-1.697864432	1.345607885	0.049015129	100	17	0.17
258	1	-1.269824995	1.36766089	0.16657486	100	25	0.25
258	2	-1.040442975	1.16756292	0.022704633	100	17	0.17
258	3	-0.990561097	2.389993442	-0.149008075	100	17	0.17
258	4	-1.133673854	1.462184339	0.067449422	100	21	0.21
259	1	-1.503944764	1.160883121	0.030752947	100	23	0.23
259	2	-1.238309243	1.263163786	-0.059082526	100	22	0.22
259	3	-1.234319939	1.410584272	-0.042478131	100	17	0.17
259	4	-1.64983026	1.013989944	0.012746037	100	21	0.21
260	1	-1.339222467	1.153644216	-0.023158297	100	26	0.26
260	2	-1.298435503	1.442631752	-0.002865978	100	13	0.13
260	3	-1.473669424	1.348053614	-0.093659765	100	18	0.18
260	4	-1.981762735	1.380557443	-0.002307378	100	14	0.14
261	1	-1.237604187	0.971151067	0.010363054	100	14	0.14
261	2	-1.019653449	1.123090739	0.058806229	100	22	0.22
261	3	-1.392409887	1.577901346	-0.051520106	100	19	0.19
261	4	-1.889807508	1.163433678	0.05021641	100	17	0.17
262	1	-1.48518841	1.452380855	0.142585458	100	21	0.21
262	2	-1.184436341	1.515891869	-0.010002155	100	17	0.17
262	3	-1.275032258	1.730298894	-0.019212002	100	21	0.21
262	4	-1.276400467	1.004097624	0.039475136	100	14	0.14
263	1	-1.221305846	1.658461486	0.050401038	100	24	0.24
263	2	-1.026621437	1.294011932	0.05443643	100	21	0.21
263	3	-1.409556271	1.389329721	-0.052675486	100	24	0.24
263	4	-1.204657149	0.907485178	-0.226694752	100	14	0.14
264	1	-1.207659297	1.371000226	0.07031242	100	16	0.16
264	2	-1.175828957	1.747126956	0.121510811	100	17	0.17
264	3	-1.213414502	1.53157705	0.005497371	100	25	0.25
264	4	-1.376362991	1.310758096	-0.122558721	100	23	0.23
265	1	-1.215116926	1.280308995	0.163247406	100	19	0.19
265	2	-1.328837122	1.465120376	-0.005272081	100	19	0.19
265	3	-1.196085147	1.488951275	0.031120833	100	19	0.19
265	4	-1.328515295	0.973529077	-0.048081484	100	19	0.19
266	1	-1.507913668	1.181812621	0.113706383	100	23	0.23
266	2	-1.548304368	1.413216844	-0.027876125	100	13	0.13
266	3	-1.518691152	1.061105148	-0.018873803	100	25	0.25
266	4	-0.97640868	1.070210331	0.038710181	100	15	0.15
267	1	-1.559249677	1.358234302	0.093239856	100	17	0.17
267	2	-1.337086236	1.236106803	-6.22E-04	100	10	0.1
267	3	-1.629716585	1.139423584	-0.033683907	100	17	0.17
267	4	-1.385184207	0.987155684	-0.158433667	100	20	0.2
268	1	-1.50674268	1.376514143	0.160547115	100	18	0.18
268	2	-1.454473089	1.489384614	0.054938123	100	17	0.17
268	3	-1.576697156	1.20369962	-0.152558107	100	17	0.17
268	4	-1.692013502	1.165748078	-0.044022185	100	11	0.11
269	1	-1.064719906	1.341876901	0.082300817	100	17	0.17
269	2	-1.384600789	1.23268002	-0.057863015	100	21	0.21
269	3	-1.231912804	1.332476178	0.012704986	100	20	0.2
269	4	-1.21418744	1.201114644	-0.11719519	100	13	0.13
270	1	-1.309704712	1.328308427	0.225617546	100	32	0.32
270	2	-1.10339166	1.328387703	-0.0613364	100	16	0.16
270	3	-1.233539344	1.441415044	-0.017861528	100	21	0.21
270	4	-1.254002085	1.142111469	-0.090179169	100	21	0.21
271	1	-1.00340288	1.421220074	0.083832981	100	13	0.13
271	2	-1.234082547	1.365289796	1.24E-04	100	18	0.18
271	3	-1.049712047	1.338898162	0.017690784	100	23	0.23
271	4	-1.73724128	1.455270694	-0.062766431	100	17	0.17
272	1	-1.145549166	1.114192804	0.1448094	100	18	0.18
272	2	-1.236086553	1.354116863	-0.097109419	100	23	0.23
272	3	-1.431024212	1.597267363	-0.028579804	100	18	0.18
272	4	-1.476568603	1.153952011	0.024829165	100	21	0.21
273	1	-0.905789158	1.279884648	0.188357791	100	18	0.18
273	2	-1.051454346	1.283710493	-0.02094776	100	17	0.17
273	3	-1.146858933	1.35811505	-0.078701102	100	23	0.23
273	4	-1.479834158	1.471367466	0.073638536	100	21	0.21
274	1	-1.098719087	1.33070363	0.108038644	100	13	0.13
274	2	-1.006946965	0.951928287	-0.090287674	100	12	0.12
274	3	-1.272767342	1.351572313	-0.076917353	100	19	0.19
274	4	-1.397585168	1.383526062	0.049229602	100	21	0.21
275	1	-0.971978384	1.327067224	0.048870585	100	10	0.1
275	2	-0.908900131	1.385819142	-0.02001897	100	18	0.18
275	3	-1.488318142	0.817378866	-0.04226109	100	18	0.18
275	4	-1.261432017	1.360966684	0.152334068	100	21	0.21
276	1	-1.041361984	1.623070672	0.035385674	100	12	0.12
276	2	-1.066414798	1.449381002	-0.033502377	100	22	0.22
276	3	-1.369334084	1.156798794	-0.086465469	100	18	0.18
276	4	-1.040139745	1.06406847	0.074083787	100	14	0.14
277	1	-1.117191885	1.075449946	0.013193856	100	11	0.11
277	2	-1.438737194	1.371704239	0.043224892	100	22	0.22
277	3	-1.227773964	1.347717655	-0.043685561	100	18	0.18
277	4	-1.627855839	1.254786727	-0.051769714	100	18	0.18
278	1	-1.152604271	1.245526263	0.101209763	100	22	0.22
278	2	-1.470749885	1.212736636	0.006909388	100	23	0.23
278	3	-1.352848033	1.121939357	-0.029814131	100	20	0.2
278	4	-1.616688411	1.203699436	-0.093456302	100	23	0.23
279	1	-1.181827232	1.234600897	0.031824949	100	22	0.22
279	2	-1.454605236	1.528999743	-0.113566968	100	27	0.27
279	3	-1.444204604	1.295625038	-0.096258866	100	15	0.15
279	4	-1.812192407	1.463936487	-0.070799577	100	17	0.17
280	1	-1.047858315	1.376622335	0.099054752	100	13	0.13
280	2	-1.439166708	1.359331062	6.35E-04	100	23	0.23
280	3	-1.177449828	1.613825244	-0.043587927	100	18	0.18
280	4	-1.474408091	1.526417883	-0.026243138	100	21	0.21
281	1	-1.182217878	1.231535244	0.137494247	100	21	0.21
281	2	-1.134060957	1.208414535	-0.025986456	100	21	0.21
281	3	-1.1662702	1.302806085	-0.072046357	100	22	0.22
281	4	-1.534148052	0.957277314	-0.077303136	100	18	0.18
282	1	-1.147393955	1.532616234	0.115529788	100	20	0.2
282	2	-1.462209575	1.763775	0.004491469	100	18	0.18
282	3	-1.218148416	1.370002424	-0.070470004	100	19	0.19
282	4	-2.049179927	1.144179505	0.040570667	100	24	0.24
283	1	-1.01667633	1.747572052	0.062590434	100	15	0.15
283	2	-1.273272245	1.516312142	0.001970735	100	24	0.24
283	3	-1.113918209	1.458685648	-0.101080321	100	16	0.16
283	4	-1.504708206	1.345843695	0.028035721	100	12	0.12
284	1	-1.027298452	1.458533659	0.060208327	100	17	0.17
284	2	-1.074698488	1.098536704	-0.078046307	100	16	0.16
284	3	-1.308113506	1.403196153	-0.135503129	100	23	0.23
284	4	-2.072858698	1.318097302	0.140635357	100	20	0.2
285	1	-1.156650771	1.305330777	-0.027960152	100	21	0.21
285	2	-0.993931097	1.493956287	-0.036514478	100	13	0.13
285	3	-1.348919463	1.232208887	-0.078442019	100	24	0.24
285	4	-1.828620441	1.194682292	0.06646027	100	21	0.21
286	1	-0.822233391	1.345768854	-0.035801865	100	11	0.11
286	2	-1.082889471	1.573007983	-0.035304857	100	25	0.25
286	3	-1.496782989	1.486619836	-0.10365057	100	24	0.24
286	4	-1.494515058	1.291524307	0.073673541	100	15	0.15
287	1	-1.191167099	1.274041725	0.006191092	100	15	0.15
287	2	-1.112096981	1.857157069	0.028707647	100	15	0.15
287	3	-1.813151992	1.447456562	-0.135130793	100	24	0.24
287	4	-1.358574317	1.22798186	0.189628483	100	18	0.18
288	1	-1.342391	1.055479181	-0.07882297	100	14	0.14
288	2	-0.852752591	1.42167722	0.00112527	100	21	0.21
288	3	-1.631647866	1.364378243	-0.075271417	100	26	0.26
288	4	-1.806897675	1.381286524	0.071556419	100	23	0.23
289	1	-1.33974877	1.267277516	-0.018110155	100	12	0.12
289	2	-1.208710718	1.228884971	-0.085464544	100	20	0.2
289	3	-1.662896907	1.490492732	-0.157657685	100	24	0.24
289	4	-1.665238242	0.932784978	0.049055944	100	16	0.16
290	1	-1.037606108	0.974140711	-0.091959166	100	15	0.15
290	2	-1.194079098	1.660909919	-0.019395631	100	24	0.24
290	3	-1.721529487	2.046440864	-0.143007627	100	25	0.25
290	4	-1.644661696	1.346167686	0.065544564	100	20	0.2
291	1	-1.417309706	1.105626881	3.18E-04	100	17	0.17
291	2	-1.27908534	1.240405839	0.134506973	100	19	0.19
291	3	-1.523619637	1.291364785	-0.111038871	100	20	0.2
291	4	-1.481428002	1.308261421	-0.092256229	100	24	0.24
292	1	-1.170338929	1.150378303	0.042995008	100	17	0.17
292	2	-1.140750853	1.584883615	-0.030005976	100	14	0.14
292	3	-2.021800404	1.582940548	-0.091788886	100	23	0.23
292	4	-1.552709912	1.308580254	-0.007957862	100	18	0.18
293	1	-1.066839052	0.984540706	0.008938274	100	22	0.22
293	2	-1.143102137	1.606728777	0.150965628	100	18	0.18
293	3	-1.54491552	1.554989697	-0.073084036	100	29	0.29
293	4	-1.369534957	1.38586527	0.077176569	100	15	0.15
294	1	-1.567830252	1.396467247	0.021020544	100	21	0.21
294	2	-1.082443898	1.445254284	0.089600254	100	21	0.21
294	3	-1.302926078	1.948975224	-0.043510793	100	26	0.26
294	4	-1.843352509	1.312521949	0.068623983	100	23	0.23
295	1	-1.119364715	1.235390983	0.070740226	100	14	0.14
295	2	-1.111277641	1.452208105	0.101441702	100	15	0.15
295	3	-1.433184468	1.499584964	-0.09727565	100	19	0.19
295	4	-1.457922188	1.35675147	0.017364561	100	17	0.17
296	1	-1.20081534	1.317382401	0.016427774	100	26	0.26
296	2	-1.084923729	1.369263442	0.007953658	100	18	0.18
296	3	-1.201279757	1.495904044	-7.51E-04	100	22	0.22
296	4	-1.0926253	1.104035033	-0.02907361	100	14	0.14
297	1	-1.156357538	1.299190691	0.075317136	100	21	0.21
297	2	-1.094030703	1.338280664	-0.078962155	100	22	0.22
297	3	-1.164884556	1.539452215	0.032025944	100	22	0.22
297	4	-1.564082026	1.102019468	0.048078648	100	16	0.16
298	1	-1.190994186	1.57726032	0.045586738	100	15	0.15
298	2	-1.097354693	1.17006833	-0.044727781	100	21	0.21
298	3	-1.368350492	1.436325019	-0.048292988	100	22	0.22
298	4	-1.263622012	1.808638415	-0.049444404	100	19	0.19
299	1	-1.111525379	1.299652466	0.147930534	100	20	0.2
299	2	-1.211178293	1.39254309	0.033614902	100	18	0.18
299	3	-1.80858016	1.501839455	-0.001784657	100	18	0.18
299	4	-1.796489689	0.948993632	-0.019904639	100	26	0.26
300	1	-1.331367934	1.589770766	0.087159519	100	17	0.17
300	2	-1.170414772	1.364733943	0.036105979	100	17	0.17
300	3	-1.474032334	1.174642375	-0.028458413	100	18	0.18
300	4	-1.537369833	1.323332012	-0.032179003	100	17	0.17
301	1	-1.595174235	1.23406439	-0.055292868	100	24	0.24
301	2	-1.301623864	1.208964946	0.031026323	100	29	0.29
301	3	-1.618217015	1.577509906	-0.022413806	100	18	0.18
301	4	-1.859750979	1.258760301	-0.060680539	100	23	0.23
302	1	-1.402785277	1.250191949	0.070782678	100	19	0.19
302	2	-1.221358581	1.724651943	0.010827147	100	25	0.25
302	3	-1.062340099	1.451594803	0.015030063	100	17	0.17
302	4	-1.662721325	1.082535468	-0.128464307	100	18	0.18
303	1	-1.362642168	1.237756107	0.037978291	100	29	0.29
303	2	-1.42324215	1.291459905	-0.019542285	100	14	0.14
303	3	-1.442138072	1.40693397	0.025859784	100	30	0.3
303	4	-1.088600859	1.620539517	-0.052184697	100	16	0.16
304	1	-1.067925698	1.153230758	0.043887707	100	26	0.26
304	2	-1.108119064	1.75362569	-0.036958293	100	24	0.24
304	3	-1.297720347	1.334018728	-0.046542975	100	21	0.21
304	4	-1.542581012	1.013580684	0.038255913	100	21	0.21
305	1	-1.415856367	1.141934839	0.06201833	100	29	0.29
305	2	-0.947389326	1.512799953	0.019439506	100	22	0.22
305	3	-1.726482293	1.044843716	-0.06604996	100	20	0.2
305	4	-1.709557172	1.136419893	-0.02240283	100	16	0.16
306	1	-1.856053691	1.12533876	0.114802628	100	22	0.22
306	2	-1.197214095	2.13141167	-0.109213399	100	25	0.25
306	3	-1.411478998	1.057168409	-0.060168999	100	23	0.23
306	4	-1.518287041	1.857398499	-0.107603248	100	23	0.23
307	1	-1.321442512	1.294498058	0.023326541	100	20	0.2
307	2	-1.228950584	1.181408933	-0.093534098	100	27	0.27
307	3	-1.741853279	1.141325735	-0.100248307	100	19	0.19
307	4	-2.033399862	1.603790935	0.068128875	100	23	0.23
308	1	-1.763262247	1.591021863	-0.041441878	100	14	0.14
308	2	-1.07718843	1.448434688	-0.123204543	100	23	0.23
308	3	-1.750133787	1.11725448	-0.036119925	100	19	0.19
308	4	-1.315986916	1.182931491	0.036385067	100	14	0.14
309	1	-1.221974193	1.434973724	0.089554734	100	25	0.25
309	2	-1.190886126	1.49927915	-0.057456044	100	23	0.23
309	3	-1.713195569	1.253617595	0.014346928	100	21	0.21
309	4	-1.601077532	1.531417852	0.027280022	100	23	0.23
310	1	-1.28458897	1.385825566	0.102897733	100	24	0.24
310	2	-1.410250488	1.51321861	0.036240218	100	21	0.21
310	3	-1.642260676	0.98122389	-0.058203594	100	20	0.2
310	4	-1.56945069	1.820003454	0.131613521	100	30	0.3
311	1	-1.468156879	1.560432102	0.047843714	100	31	0.31
311	2	-1.227611583	1.585331473	-0.022267341	100	17	0.17
311	3	-1.546989965	0.915726905	-0.024346711	100	16	0.16
311	4	-1.500328942	1.383260691	0.053736273	100	25	0.25
312	1	-1.299224258	1.08178259	-0.021299474	100	25	0.25
312	2	-1.204676415	1.536173267	0.016831618	100	19	0.19
312	3	-1.399631976	1.547093478	-0.118851812	100	18	0.18
312	4	-1.710534373	1.569101872	-0.042267687	100	25	0.25
313	1	-1.457879793	1.142805107	-0.060480572	100	22	0.22
313	2	-1.202198318	1.542343804	-0.064863995	100	26	0.26
313	3	-1.357678677	1.092379899	0.089375357	100	19	0.19
313	4	-1.858645056	1.208328269	0.102958949	100	16	0.16
314	1	-1.238434044	1.24239952	0.009868781	100	13	0.13
314	2	-1.268575644	2.220339062	0.034347321	100	21	0.21
314	3	-1.246067388	1.226496676	0.007995666	100	24	0.24
314	4	-1.445015711	1.512003237	-0.022358775	100	21	0.21
315	1	-1.12131304	1.42955315	-0.02863783	100	23	0.23
315	2	-1.389185582	1.497686402	-0.069684917	100	23	0.23
315	3	-1.783494037	1.073378746	-0.036331976	100	22	0.22
315	4	-1.628639207	1.346220121	-0.034240659	100	21	0.21
316	1	-1.110769036	1.171345125	0.100181399	100	21	0.21
316	2	-1.220381528	1.319747063	-0.038727039	100	26	0.26
316	3	-1.309765205	0.999443248	-0.060922322	100	24	0.24
316	4	-1.627766097	1.657395568	0.048904427	100	21	0.21
317	1	-1.196333112	1.013777473	0.051027031	100	26	0.26
317	2	-1.309901405	1.282185579	-0.025345323	100	23	0.23
317	3	-1.249036284	1.389736894	-0.074648032	100	19	0.19
317	4	-1.547347151	2.100239632	0.168580001	100	21	0.21
318	1	-1.368935135	1.084980174	0.117352485	100	22	0.22
318	2	-1.311298711	1.243236832	-0.118823236	100	29	0.29
318	3	-1.311968992	1.430856671	-0.119447527	100	20	0.2
318	4	-1.490440523	1.516397644	0.028924525	100	26	0.26
319	1	-1.068065781	1.112822222	0.071051683	100	19	0.19
319	2	-1.445242236	1.389093492	0.052334344	100	23	0.23
319	3	-1.382580476	1.434255071	-0.061211516	100	24	0.24
319	4	-1.499129448	1.527731002	0.01066794	100	26	0.26
320	1	-1.166192518	1.187624882	0.138560065	100	24	0.24
320	2	-1.262468732	1.20622889	0.03795642	100	19	0.19
320	3	-1.221115261	2.964217894	-0.110960435	100	22	0.22
320	4	-2.140821751	1.408529209	-0.046856518	100	28	0.28
321	1	-1.351994205	1.44358674	0.137317232	100	24	0.24
321	2	-1.391824415	1.776042015	0.09788462	100	28	0.28
321	3	-1.336669087	1.439759487	-0.043246842	100	29	0.29
321	4	-1.317043348	1.391430091	0.068573277	100	26	0.26
322	1	-1.238026986	1.410916303	0.073073017	100	24	0.24
322	2	-1.407575054	1.576052541	-0.059856578	100	31	0.31
322	3	-1.363970776	1.631458774	-0.06983963	100	18	0.18
322	4	-1.987605866	1.589571007	0.071334381	100	32	0.32
323	1	-1.504211797	1.188044542	0.042361057	100	25	0.25
323	2	-1.663114129	1.455787535	0.029537367	100	22	0.22
323	3	-1.222501337	1.24755455	0.015839558	100	20	0.2
323	4	-1.563583797	1.487788089	-0.022359718	100	29	0.29
324	1	-1.344806712	1.48496137	0.233998625	100	27	0.27
324	2	-1.365381923	1.663373684	0.018353462	100	24	0.24
324	3	-1.294815105	1.893930833	0.075661743	100	22	0.22
324	4	-1.411031172	1.275827144	-0.080517134	100	25	0.25
325	1	-1.493742653	1.404366436	0.082138413	100	27	0.27
325	2	-1.545250096	1.480511551	0.00987388	100	35	0.35
325	3	-0.963933884	1.661507747	0.02969126	100	22	0.22
325	4	-1.499913022	1.621383307	-9.12E-04	100	32	0.32
326	1	-1.399458613	1.362200698	0.11036044	100	27	0.27
326	2	-1.613476442	1.532012837	0.058918687	100	32	0.32
326	3	-1.22603236	1.314305677	-0.009584829	100	23	0.23
326	4	-1.378724847	1.708595575	0.075254466	100	22	0.22
327	1	-1.388538015	1.324263883	-0.062318983	100	23	0.23
327	2	-1.57260523	1.205174671	0.089278988	100	32	0.32
327	3	-1.081523857	1.461037151	-0.065359637	100	21	0.21
327	4	-1.486409034	1.831273652	0.029826814	100	34	0.34
328	1	-1.122701003	1.426916494	-0.115118593	100	18	0.18
328	2	-1.147936493	1.427448527	0.103752721	100	25	0.25
328	3	-1.272835612	1.616554483	-0.040737893	100	19	0.19
328	4	-1.220086668	1.33805362	-0.025023516	100	26	0.26
329	1	-1.387361412	1.436171992	0.062369893	100	22	0.22
329	2	-1.318277672	1.162666705	0.091085757	100	28	0.28
329	3	-1.508846064	1.952358052	0.048291517	100	26	0.26
329	4	-1.217375394	1.274781892	0.065719271	100	24	0.24
330	1	-1.423640585	1.265976095	0.030312325	100	20	0.2
330	2	-1.336914383	1.893803485	0.012446818	100	18	0.18
330	3	-1.223405038	1.588087876	-0.037488154	100	20	0.2
330	4	-1.33820301	1.508740033	0.022415309	100	29	0.29
331	1	-1.346868875	1.2393475	0.005887881	100	22	0.22
331	2	-1.521869757	1.404725366	0.044884475	100	17	0.17
331	3	-1.364278061	1.384896461	0.004653628	100	18	0.18
331	4	-1.317536927	1.646261602	0.073152386	100	21	0.21
332	1	-1.070072585	1.291262326	-0.061177372	100	23	0.23
332	2	-1.192329072	1.47705635	-0.104487791	100	24	0.24
332	3	-1.052170665	1.388907333	-0.05329793	100	22	0.22
332	4	-1.301078723	1.741024059	0.04364976	100	26	0.26
333	1	-1.241411244	1.422897824	0.001711826	100	24	0.24
333	2	-1.495363071	1.398626381	0.082020333	100	25	0.25
333	3	-1.281594319	1.183049022	-0.103857113	100	20	0.2
333	4	-1.320359187	1.371732404	0.006503375	100	25	0.25
334	1	-1.358448583	1.616139391	-0.01999472	100	22	0.22
334	2	-1.292677172	1.29461744	-0.050030804	100	22	0.22
334	3	-1.277739746	0.993614697	-0.046870094	100	18	0.18
334	4	-1.667315735	1.498073464	0.083683978	100	19	0.19
335	1	-1.240889159	1.09307044	-0.045840606	100	19	0.19
335	2	-1.226387703	1.269901163	-0.045313973	100	20	0.2
335	3	-1.569598905	1.192544626	-0.127328423	100	15	0.15
335	4	-1.869226348	1.408544027	0.023823258	100	24	0.24
336	1	-1.497494065	1.310455989	-0.001854409	100	26	0.26
336	2	-1.107643532	1.364639593	-0.053449446	100	25	0.25
336	3	-1.634457146	1.474259971	-0.0612378	100	18	0.18
336	4	-1.807109589	1.510991518	0.091934643	100	23	0.23
337	1	-1.329821337	1.606707621	-0.033160253	100	29	0.29
337	2	-1.515517705	1.857689311	-0.066168485	100	21	0.21
337	3	-1.33014643	1.843435679	-0.059146418	100	23	0.23
337	4	-1.923170488	1.65807323	0.057557794	100	18	0.18
338	1	-1.282250767	1.079159505	0.035817591	100	25	0.25
338	2	-1.522207863	1.713463511	-0.049016753	100	27	0.27
338	3	-1.260089784	1.383297188	-0.16537989	100	25	0.25
338	4	-1.064731747	1.369877791	0.108192648	100	28	0.28
339	1	-1.186590136	1.220635511	-0.060184504	100	25	0.25
339	2	-1.422850589	1.844297568	-0.109705126	100	22	0.22
339	3	-1.076565966	1.450286677	-0.166616422	100	22	0.22
339	4	-1.146551927	1.227401622	0.116604965	100	24	0.24
340	1	-1.349423004	0.948865221	-0.045304738	100	26	0.26
340	2	-1.574314706	1.678197446	-0.061212205	100	21	0.21
340	3	-1.512232179	1.305636552	-0.100459268	100	28	0.28
340	4	-1.427863897	1.58300598	0.090928158	100	25	0.25
341	1	-1.181667717	1.405010328	-0.003764818	100	27	0.27
341	2	-1.842776764	1.898391846	-0.041649773	100	22	0.22
341	3	-1.641235068	1.136746436	-0.133824917	100	25	0.25
341	4	-1.167346068	1.64141028	0.112925998	100	27	0.27
342	1	-1.179580796	1.38819933	0.035346745	100	28	0.28
342	2	-1.767660601	1.648006026	0.015228452	100	28	0.28
342	3	-1.714636599	1.801570051	-0.207940163	100	26	0.26
342	4	-1.518848047	1.725854706	0.029402235	100	33	0.33
343	1	-1.417474406	1.503056957	-0.0348812	100	28	0.28
343	2	-1.413726054	1.308400055	0.09330588	100	25	0.25
343	3	-1.308230133	1.595639065	-0.206065565	100	19	0.19
343	4	-1.528119457	2.03710011	0.142973104	100	21	0.21
344	1	-1.219251262	1.301788043	-0.047110493	100	23	0.23
344	2	-1.651538546	1.586762692	0.04742996	100	31	0.31
344	3	-1.413070458	1.33588003	-0.064135412	100	25	0.25
344	4	-1.90883172	1.944972695	0.143598143	100	30	0.3
345	1	-1.239359697	1.128254209	-0.029177163	100	28	0.28
345	2	-1.46256105	1.48910628	0.078224629	100	28	0.28
345	3	-1.760909344	1.63292384	-0.031510964	100	25	0.25
345	4	-1.755472404	1.713681684	0.020884692	100	25	0.25
346	1	-1.312057254	1.341721253	-0.047000008	100	23	0.23
346	2	-1.295240024	1.544953116	0.11214456	100	26	0.26
346	3	-1.776890677	1.392791626	-0.097461568	100	29	0.29
346	4	-1.727277747	1.903431559	0.109711157	100	26	0.26
347	1	-1.411478689	1.513099803	0.050474951	100	31	0.31
347	2	-1.490075814	1.423713006	0.012893194	100	23	0.23
347	3	-1.277429041	1.271305322	-0.029647946	100	22	0.22
347	4	-1.791712574	1.86446822	-0.034691441	100	29	0.29
348	1	-1.276713635	1.34088918	-0.079504659	100	26	0.26
348	2	-1.357724659	1.235281293	0.016740201	100	25	0.25
348	3	-1.294121754	1.103767995	-0.052561385	100	28	0.28
348	4	-1.924397107	1.603437552	0.149227419	100	27	0.27
349	1	-1.179385622	1.252597213	-0.027919677	100	27	0.27
349	2	-1.182949353	1.342422186	0.114563305	100	20	0.2
349	3	-1.754916026	1.274984242	-0.106529698	100	29	0.29
349	4	-1.618369192	1.644677981	0.098827529	100	22	0.22
350	1	-1.221958392	1.522909052	-0.035685278	100	29	0.29
350	2	-1.539044828	1.270893348	-0.007196566	100	24	0.24
350	3	-1.390380616	2.070189218	-0.048149296	100	25	0.25
350	4	-1.337863312	2.011843919	0.094712885	100	25	0.25
351	1	-1.258124547	1.316956115	-0.040516047	100	33	0.33
351	2	-1.384980902	1.671504248	0.052907144	100	21	0.21
351	3	-1.450752845	1.572985651	-0.077131746	100	25	0.25
351	4	-1.535845812	1.947695601	0.124892199	100	25	0.25
352	1	-1.34800497	1.162845066	-0.051240923	100	23	0.23
352	2	-1.399976255	1.693757587	0.086105231	100	28	0.28
352	3	-1.841719825	1.34380869	0.023727615	100	26	0.26
352	4	-1.748189768	1.634997579	0.050595797	100	24	0.24
353	1	-1.109124166	1.471240478	-0.051666348	100	19	0.19
353	2	-1.198481018	1.941100854	-0.013019327	100	27	0.27
353	3	-1.534676334	1.604234793	-0.040543166	100	26	0.26
353	4	-1.810271827	1.45147993	0.088938242	100	30	0.3
354	1	-1.028418118	1.092444348	0.111331245	100	17	0.17
354	2	-1.437500332	1.678309796	-0.074936178	100	28	0.28
354	3	-1.403408748	1.835827556	-0.062180955	100	26	0.26
354	4	-1.806529509	1.478454226	0.005052899	100	28	0.28
355	1	-1.343862363	1.109461488	0.06663955	100	26	0.26
355	2	-1.949853827	1.084284816	0.030872723	100	29	0.29
355	3	-1.376120224	1.497578938	-0.07585429	100	24	0.24
355	4	-1.509454977	1.599048807	0.070367832	100	28	0.28
356	1	-1.158031145	1.093609546	0.039864364	100	20	0.2
356	2	-1.482912421	1.45199989	-0.131457218	100	26	0.26
356	3	-1.269300947	1.963393476	0.02934398	100	28	0.28
356	4	-1.920325224	1.8504717	0.127873923	100	32	0.32
357	1	-1.259851729	1.172883387	-0.059109783	100	20	0.2
357	2	-1.511058764	1.401893726	-0.149077132	100	21	0.21
357	3	-1.429002592	2.220625004	-0.029700629	100	27	0.27
357	4	-2.204203274	1.659104855	0.11236354	100	26	0.26
358	1	-1.270609515	0.904170287	-0.051552424	100	21	0.21
358	2	-1.316074504	1.662768005	-0.18176218	100	26	0.26
358	3	-1.308222339	1.471824541	0.035924244	100	31	0.31
358	4	-1.87701077	1.616023339	0.096509273	100	25	0.25
359	1	-1.182636523	1.124239864	-0.122288984	100	17	0.17
359	2	-1.389878785	1.340027647	-0.11025831	100	21	0.21
359	3	-1.537647837	1.313827335	-0.066666493	100	31	0.31
359	4	-1.959515802	1.517575602	0.176348206	100	33	0.33
360	1	-1.449986917	1.28463446	-0.01157071	100	22	0.22
360	2	-1.281540883	1.714460205	-0.018159348	100	24	0.24
360	3	-1.527100239	2.27783215	-0.041372353	100	28	0.28
360	4	-1.872608899	1.350834847	0.217672869	100	25	0.25
361	1	-0.973353439	1.337963371	-0.016170204	100	21	0.21
361	2	-1.387067468	1.516078098	0.004094595	100	20	0.2
361	3	-1.277317983	2.168292041	0.010111676	100	25	0.25
361	4	-1.778014157	1.558558155	0.130352605	100	28	0.28
362	1	-1.223189296	1.346749029	0.068780274	100	18	0.18
362	2	-1.30193142	1.428319336	-0.005698129	100	26	0.26
362	3	-1.219265169	1.417001903	-0.089694678	100	28	0.28
362	4	-1.592391109	1.236424764	0.154358406	100	31	0.31
