generation	transect	bl	bh	b	N	nsig	p
334	3	-1.075304981	1.17259901	0.017590707	100	31	0.31
334	4	-1.1028864	1.204103878	0.021853181	100	23	0.23
335	1	-1.720554285	1.322495234	0.115171021	100	27	0.27
335	2	-1.106349931	1.459636473	-0.060621889	100	25	0.25
335	3	-1.384482025	1.202037101	0.033334587	100	25	0.25
335	4	-1.240833219	1.457981524	-0.00491673	100	27	0.27
336	1	-1.738248499	1.569563417	0.140005956	100	32	0.32
336	2	-1.351031589	1.699162761	-0.103121024	100	25	0.25
336	3	-1.843849633	1.123944444	0.042380114	100	22	0.22
336	4	-1.269303201	1.653382441	-0.035656393	100	25	0.25
337	1	-1.663944991	1.454800611	-0.040939517	100	28	0.28
337	2	-1.482912583	1.462631377	-0.030224631	100	24	0.24
337	3	-1.360427559	1.186522632	0.068711513	100	20	0.2
337	4	-1.282781156	2.067501602	0.036540758	100	24	0.24
338	1	-1.879059383	1.388689164	0.078870718	100	28	0.28
338	2	-1.392741373	1.577174809	0.055277793	100	24	0.24
338	3	-1.268479725	1.243978902	0.026847848	100	24	0.24
338	4	-1.101780964	2.540284797	0.050084215	100	20	0.2
339	1	-1.359257471	1.49046537	0.03188359	100	26	0.26
339	2	-1.324687017	1.696569024	-0.067359158	100	24	0.24
339	3	-1.353673098	1.05219949	0.064088775	100	19	0.19
339	4	-1.728948872	1.733716853	0.178846751	100	18	0.18
340	1	-1.261921496	1.493334188	0.044237858	100	31	0.31
340	2	-1.107371317	1.532815428	-0.090286355	100	23	0.23
340	3	-1.264477705	0.980941367	-0.020298226	100	22	0.22
340	4	-1.175354947	1.602462069	0.042867763	100	18	0.18
341	1	-1.364188761	1.578485825	0.074059224	100	28	0.28
341	2	-1.192877234	1.599032445	-0.009426873	100	29	0.29
341	3	-1.275831498	1.162010656	0.122626125	100	17	0.17
341	4	-1.060023829	1.734657512	0.146253878	100	24	0.24
342	1	-1.477288085	1.442134348	-0.010308617	100	30	0.3
342	2	-1.164244653	1.364826592	-0.054085375	100	23	0.23
342	3	-1.487718376	1.344484991	0.03112073	100	19	0.19
342	4	-1.132125155	1.373643174	-0.008622132	100	24	0.24
343	1	-1.609423077	1.336877617	0.053932231	100	29	0.29
343	2	-1.32546384	1.297557602	-0.118422767	100	24	0.24
343	3	-1.245885897	1.286762992	0.015811087	100	26	0.26
343	4	-0.950996654	1.286156007	0.072191655	100	19	0.19
344	1	-1.52909034	1.627431668	0.030260182	100	34	0.34
344	2	-1.313832024	1.544006888	-0.050014276	100	29	0.29
344	3	-1.267869082	1.180985738	0.038028884	100	29	0.29
344	4	-1.342316329	1.178367533	0.109699194	100	18	0.18
345	1	-1.641339559	1.866721829	0.028507604	100	35	0.35
345	2	-1.42584427	1.360252142	-0.04511876	100	24	0.24
345	3	-1.339006626	1.154860683	0.076696323	100	28	0.28
345	4	-1.288184091	1.476186739	0.023216089	100	21	0.21
346	1	-1.170710277	1.785906969	0.054791043	100	35	0.35
346	2	-1.319665879	1.436815869	-0.05083759	100	24	0.24
346	3	-1.402775542	1.381970378	0.128558401	100	26	0.26
346	4	-1.597067017	1.337075261	-0.003056444	100	21	0.21
347	1	-1.402456138	1.504673592	0.063127164	100	30	0.3
347	2	-1.366403957	1.558924263	0.070331201	100	30	0.3
347	3	-1.475466653	1.336481918	0.095430002	100	20	0.2
347	4	-1.203613948	1.267231068	-0.028327325	100	24	0.24
348	1	-1.346139561	1.360775776	0.126175261	100	28	0.28
348	2	-1.33430376	1.145122692	0.026651582	100	33	0.33
348	3	-1.527247559	1.161070923	0.035504198	100	26	0.26
348	4	-1.1038041	1.309684687	0.027016368	100	25	0.25
349	1	-1.133786144	1.65534692	0.032183914	100	30	0.3
349	2	-1.308849967	1.540347349	0.056490835	100	24	0.24
349	3	-0.97306202	1.121382304	0.00714151	100	21	0.21
349	4	-1.218389157	1.115554165	-0.095549295	100	23	0.23
350	1	-1.070299738	1.462552849	0.022338572	100	28	0.28
350	2	-1.771697647	1.125892691	-0.068200749	100	26	0.26
350	3	-1.342026856	1.451412175	0.038663819	100	21	0.21
350	4	-1.10350209	1.461998252	0.048236281	100	22	0.22
351	1	-1.159371625	1.39339271	-0.098113413	100	37	0.37
351	2	-1.764524369	1.071324905	-0.069666307	100	25	0.25
351	3	-1.538592792	1.48289111	0.027910573	100	31	0.31
351	4	-1.101222721	1.173258696	-0.084354909	100	19	0.19
352	1	-1.202881922	1.562651435	0.130106691	100	35	0.35
352	2	-1.515917164	1.296133505	0.07961016	100	23	0.23
352	3	-1.302477112	1.300715495	-0.070418367	100	29	0.29
352	4	-1.282942893	1.312570952	-0.092349858	100	21	0.21
353	1	-1.273044471	1.558068849	-0.013554667	100	29	0.29
353	2	-1.2984541	1.200521542	0.059763863	100	22	0.22
353	3	-1.388270875	1.276227027	0.009165692	100	28	0.28
353	4	-1.373222553	1.305109324	-0.03070581	100	20	0.2
354	1	-1.075917079	1.214087207	-0.050997664	100	22	0.22
354	2	-1.523125791	1.292216986	-0.014318315	100	24	0.24
354	3	-1.122419627	1.128388456	-0.035657803	100	22	0.22
354	4	-1.357482925	1.099526176	-0.027887576	100	20	0.2
355	1	-1.401640404	1.170353373	0.020914597	100	29	0.29
355	2	-1.524393152	1.105262129	-9.15E-04	100	22	0.22
355	3	-0.984335896	0.95498507	0.116680936	100	28	0.28
355	4	-1.265461624	1.158925483	0.015647831	100	21	0.21
356	1	-1.307520098	1.153272721	-0.012812033	100	24	0.24
356	2	-1.308498937	1.122111681	0.037096019	100	29	0.29
356	3	-1.333795935	1.266266145	0.006024802	100	24	0.24
356	4	-1.065593576	1.020524298	-0.056204381	100	24	0.24
357	1	-1.60583584	0.907056048	0.013298589	100	27	0.27
357	2	-1.266493343	1.672588207	0.122499707	100	27	0.27
357	3	-1.299684191	1.219006962	0.068105474	100	26	0.26
357	4	-1.230923554	1.568805235	-0.010366999	100	18	0.18
358	1	-1.250150416	1.284076445	0.025430494	100	24	0.24
358	2	-1.353685398	1.218352445	0.056178041	100	27	0.27
358	3	-1.484909637	1.440200716	-0.00422783	100	22	0.22
358	4	-1.68749641	0.964657728	-0.138328676	100	21	0.21
359	1	-1.578854276	1.022723087	-0.098164463	100	28	0.28
359	2	-1.14239607	1.182693758	0.038415514	100	26	0.26
359	3	-1.225654819	1.755622081	-0.005519653	100	30	0.3
359	4	-1.281659995	1.136930988	-0.115618884	100	29	0.29
360	1	-1.304334509	1.318368016	0.028122633	100	18	0.18
360	2	-1.97783143	1.104550312	0.021601858	100	22	0.22
360	3	-1.342517351	1.454027473	-0.061855371	100	23	0.23
360	4	-1.709525782	1.277522922	-0.02868708	100	20	0.2
361	1	-1.529846599	1.129720876	-0.015405572	100	29	0.29
361	2	-1.334166385	1.01913247	-0.02957208	100	26	0.26
361	3	-1.796594554	1.660413764	-0.028956511	100	19	0.19
361	4	-1.257608557	1.794745757	-0.061036028	100	18	0.18
362	1	-1.599949486	1.290076947	-0.079681738	100	17	0.17
362	2	-1.185471966	1.084630744	0.084147921	100	18	0.18
362	3	-1.731606541	1.488946214	-0.073702947	100	25	0.25
362	4	-1.209728197	1.577890552	0.035042146	100	25	0.25
363	1	-1.473428201	1.127553566	-0.068532559	100	27	0.27
363	2	-1.142713233	1.174695577	0.047698931	100	19	0.19
363	3	-1.689161095	1.451351242	-0.00632376	100	25	0.25
363	4	-1.845640556	1.968112536	-0.104499388	100	30	0.3
364	1	-1.320882466	1.228875343	-0.042539697	100	25	0.25
364	2	-1.437943841	1.261750284	0.11300971	100	25	0.25
364	3	-1.945983953	1.3208306	-0.054615713	100	25	0.25
364	4	-1.420693334	1.68179065	-0.009626272	100	23	0.23
365	1	-1.604484485	1.173937167	-0.049172068	100	30	0.3
365	2	-1.247354629	1.192895096	0.025443472	100	21	0.21
365	3	-1.524465961	1.248436548	-0.007780074	100	30	0.3
365	4	-1.455718648	1.512388507	0.007292626	100	31	0.31
366	1	-1.42696566	1.165951181	-0.133642924	100	22	0.22
366	2	-1.06815668	1.319520798	-0.002647713	100	21	0.21
366	3	-1.295847683	1.532821914	-0.024880599	100	30	0.3
366	4	-1.356745871	1.986225598	-0.112698873	100	33	0.33
367	1	-1.636009452	1.220154663	-0.135809184	100	26	0.26
367	2	-1.181935645	1.337006408	-0.105821612	100	18	0.18
367	3	-1.386566307	1.597430356	-0.036112806	100	27	0.27
367	4	-1.480879996	1.6009942	-0.038626949	100	30	0.3
368	1	-1.649955627	1.155091039	-0.121016517	100	33	0.33
368	2	-0.928128745	1.117527138	0.034481749	100	23	0.23
368	3	-1.853842031	1.61187493	0.03096521	100	24	0.24
368	4	-1.371198475	2.279726136	-0.095650419	100	29	0.29
369	1	-1.795462601	1.201238137	-0.0609286	100	30	0.3
369	2	-1.314867742	0.926689525	-0.068842031	100	24	0.24
369	3	-1.584958824	1.495454662	0.010391255	100	19	0.19
369	4	-1.661697176	1.922215286	0.08173041	100	27	0.27
370	1	-1.914069459	1.06840175	-0.053824268	100	27	0.27
370	2	-1.568150915	1.076100157	-0.024044172	100	24	0.24
370	3	-1.66426717	1.346031195	-0.051250309	100	24	0.24
370	4	-1.497473072	1.568367764	0.021565834	100	28	0.28
371	1	-1.698686204	1.186945759	-0.132376796	100	32	0.32
371	2	-1.594890848	1.282021071	0.009406581	100	24	0.24
371	3	-1.44823083	1.716398166	0.029609209	100	28	0.28
371	4	-1.580847945	1.269243485	0.091501743	100	26	0.26
372	1	-1.21670987	1.472778034	-0.007334237	100	25	0.25
372	2	-1.248359292	1.170796549	-0.049046511	100	23	0.23
372	3	-1.40708993	1.335064558	0.055153494	100	27	0.27
372	4	-1.787543554	1.337559925	-0.007526657	100	28	0.28
373	1	-1.419740973	1.204477999	-0.063531117	100	25	0.25
373	2	-1.184046294	1.216764935	0.001849677	100	21	0.21
373	3	-1.594329314	1.642642224	0.043918046	100	30	0.3
373	4	-1.447391063	1.610054642	-0.021764504	100	23	0.23
374	1	-1.510742464	1.329622675	-0.117090139	100	28	0.28
374	2	-1.169277008	0.9823559	0.045836467	100	17	0.17
374	3	-1.429836741	1.758258475	0.017448957	100	29	0.29
374	4	-1.53291802	1.443900078	0.042272232	100	31	0.31
375	1	-1.404566506	1.278923571	-0.069734779	100	24	0.24
375	2	-1.239817852	1.093231239	0.11094593	100	20	0.2
375	3	-1.365250926	1.421111723	0.003370209	100	26	0.26
375	4	-1.32082114	1.728299908	0.05147332	100	34	0.34
376	1	-1.745078002	1.272316444	-0.079747255	100	27	0.27
376	2	-1.073830882	1.227380483	-0.003013711	100	23	0.23
376	3	-1.384036734	1.417707917	0.032901529	100	29	0.29
376	4	-1.248760324	1.586949168	0.040873365	100	24	0.24
377	1	-1.227748343	1.282278301	-0.060423637	100	25	0.25
377	2	-1.316375188	1.206113804	0.077816548	100	21	0.21
377	3	-1.348383128	1.428442464	0.096440957	100	39	0.39
377	4	-1.351940628	1.70924625	-0.014182247	100	28	0.28
378	1	-1.410084781	1.471672646	-0.031066706	100	26	0.26
378	2	-1.334535257	1.139561406	0.097806611	100	30	0.3
378	3	-1.425504548	1.188514638	0.079352049	100	28	0.28
378	4	-1.60836895	1.401906222	-0.064742054	100	29	0.29
379	1	-1.859068501	0.925961053	-0.119700771	100	32	0.32
379	2	-1.124091067	1.319890753	0.103007524	100	34	0.34
379	3	-1.608621817	1.324664936	0.067527928	100	26	0.26
379	4	-1.337150292	1.646974587	-0.125263919	100	23	0.23
380	1	-1.561979898	1.470789078	-0.078726618	100	29	0.29
380	2	-1.363112307	1.391547218	-0.002588742	100	35	0.35
380	3	-1.776916337	1.363289534	-0.010077055	100	29	0.29
380	4	-0.915436032	1.550595957	-0.056347499	100	23	0.23
381	1	-1.466567557	1.664666967	-0.03057924	100	29	0.29
381	2	-1.233419535	1.050726694	0.015219773	100	23	0.23
381	3	-1.609221922	1.598582425	0.060796863	100	20	0.2
381	4	-1.327469794	1.360187211	-0.024336433	100	29	0.29
382	1	-1.57023506	1.107717887	-0.120138986	100	28	0.28
382	2	-1.256435084	1.000358989	0.00602982	100	24	0.24
382	3	-1.465122755	1.289426859	-0.058179083	100	27	0.27
382	4	-1.240375816	1.589584937	-0.033393436	100	32	0.32
383	1	-1.475489672	1.18805087	-0.082123434	100	26	0.26
383	2	-1.363598268	1.13418393	0.072014462	100	23	0.23
383	3	-1.339662409	1.275086131	-0.028093219	100	27	0.27
383	4	-1.09019778	1.399284072	0.084872236	100	27	0.27
384	1	-1.712264664	1.197083942	-0.13706549	100	28	0.28
384	2	-1.296599183	1.590699084	0.054746215	100	26	0.26
384	3	-2.176114857	1.168864805	-0.129761585	100	42	0.42
384	4	-1.225431456	1.937507523	0.074831	100	29	0.29
385	1	-1.797098682	1.164096922	-0.056895265	100	35	0.35
385	2	-1.216565491	1.378096566	0.056625765	100	31	0.31
385	3	-1.412637945	1.174106468	-0.032738257	100	29	0.29
385	4	-1.176378791	1.656119949	0.087518127	100	28	0.28
386	1	-1.556001897	1.18264929	-0.068418866	100	29	0.29
386	2	-1.306264256	1.416149427	0.106116597	100	29	0.29
386	3	-1.426435971	1.150452058	0.094427619	100	24	0.24
386	4	-1.376609708	1.636863585	0.029916794	100	33	0.33
387	1	-1.859817812	1.104544034	-0.171425038	100	27	0.27
387	2	-1.146254848	1.585205803	0.178928186	100	28	0.28
387	3	-1.372177015	1.219721678	0.01010226	100	23	0.23
387	4	-1.044443228	1.70341579	0.113163328	100	28	0.28
388	1	-1.546233921	1.182953439	-0.244371406	100	27	0.27
388	2	-1.073093215	1.56401824	0.169631017	100	28	0.28
388	3	-1.388528105	1.447196099	0.052365566	100	23	0.23
388	4	-1.331217137	1.828230958	0.118055047	100	25	0.25
389	1	-1.391433451	1.13766542	-0.105495955	100	35	0.35
389	2	-1.135538844	1.325468795	0.137331019	100	35	0.35
389	3	-1.240709114	1.270632799	-0.068277841	100	28	0.28
389	4	-1.55896598	1.730662488	0.064899761	100	28	0.28
390	1	-1.76093663	1.270907371	-0.131745774	100	30	0.3
390	2	-1.279700427	1.312610574	0.004873734	100	29	0.29
390	3	-1.093060051	1.340912718	0.008077656	100	28	0.28
390	4	-1.331105145	1.696331633	0.030473047	100	25	0.25
391	1	-1.680596854	1.318721167	-0.237608081	100	29	0.29
391	2	-1.249235509	1.5902447	0.14491226	100	29	0.29
391	3	-1.169926097	1.460795041	0.01477626	100	30	0.3
391	4	-1.247350094	1.635420079	0.002013882	100	29	0.29
392	1	-1.582986371	1.142948789	-0.179995291	100	32	0.32
392	2	-1.24279326	1.427292241	0.080926968	100	25	0.25
392	3	-1.181413941	1.252100004	4.62E-04	100	32	0.32
392	4	-1.335155079	1.638675554	0.001351079	100	33	0.33
393	1	-1.893974878	1.18893102	-0.126351053	100	28	0.28
393	2	-1.15883183	1.389600309	0.078061256	100	34	0.34
393	3	-1.379040125	1.377736427	0.143184385	100	29	0.29
393	4	-1.260861856	1.835791477	-0.011499054	100	34	0.34
394	1	-1.791859347	1.348220728	-0.117398237	100	29	0.29
394	2	-1.280158438	1.561169124	0.126699159	100	31	0.31
394	3	-1.335338359	1.262152753	0.049637127	100	33	0.33
394	4	-1.332848258	1.416610548	-0.004156515	100	31	0.31
395	1	-1.691944246	1.245829022	-0.075911182	100	32	0.32
395	2	-1.107008455	1.4731266	0.136977817	100	25	0.25
395	3	-1.368512183	1.427461082	-0.001131212	100	33	0.33
395	4	-1.15598482	1.800197122	-0.020362826	100	35	0.35
396	1	-1.559698	1.158808301	-0.113181873	100	35	0.35
396	2	-1.223947166	1.381383563	0.104487814	100	30	0.3
396	3	-1.715016021	1.168212253	0.117925766	100	27	0.27
396	4	-1.151033451	1.380845531	-0.009794646	100	24	0.24
397	1	-1.610614559	1.314261898	-0.028281006	100	37	0.37
397	2	-1.430565864	1.325791479	0.126315469	100	25	0.25
397	3	-1.27524566	1.331999691	0.04387997	100	29	0.29
397	4	-1.114172676	1.678679787	0.089141582	100	32	0.32
398	1	-1.635775453	1.307157772	-0.173857668	100	36	0.36
398	2	-1.35662174	1.717475365	0.123799592	100	29	0.29
398	3	-1.516877805	1.280136846	0.061246161	100	31	0.31
398	4	-1.104101711	1.92560494	0.146150237	100	26	0.26
399	1	-1.665446821	1.478471005	-0.191936124	100	26	0.26
399	2	-1.321631776	1.338698042	0.13263038	100	29	0.29
399	3	-1.391420321	1.482174937	0.018444836	100	35	0.35
399	4	-1.174415753	1.422377689	0.058769073	100	32	0.32
400	1	-1.592049949	1.336604481	-0.109612194	100	39	0.39
400	2	-1.50992372	1.400901084	0.055769509	100	30	0.3
400	3	-1.557198427	1.468842631	0.062131495	100	29	0.29
400	4	-1.37156327	1.568993814	-0.0441913	100	27	0.27
401	1	-1.675095451	1.418002017	-0.089453436	100	39	0.39
401	2	-1.334254037	1.207680794	0.090129075	100	27	0.27
401	3	-1.576079079	1.278471455	0.028500964	100	33	0.33
401	4	-1.513265274	1.624828367	0.056656217	100	31	0.31
402	1	-1.913486488	1.431155909	-0.121617489	100	34	0.34
402	2	-1.343955113	1.259375086	0.089996962	100	22	0.22
402	3	-1.45465306	1.503788176	-0.022198216	100	36	0.36
402	4	-1.03325064	1.487195996	0.101426962	100	35	0.35
403	1	-1.679410859	1.469095867	-0.16000288	100	33	0.33
403	2	-1.719939764	1.316220227	0.046965124	100	25	0.25
403	3	-1.559238982	1.435747576	-0.003771056	100	40	0.4
403	4	-1.436715452	1.322266044	0.067647151	100	28	0.28
404	1	-1.350466491	1.234718306	-0.095675376	100	34	0.34
404	2	-1.471334098	1.549963971	-0.004796318	100	21	0.21
404	3	-1.533281982	1.783784625	-0.124509724	100	37	0.37
404	4	-1.121537732	1.392558905	0.020433538	100	33	0.33
405	1	-1.324736988	1.228687841	-0.09501854	100	29	0.29
405	2	-1.489125607	1.612800081	0.031351943	100	31	0.31
405	3	-1.657936328	1.363402944	-0.090817763	100	28	0.28
405	4	-1.258892469	1.592066578	0.050863585	100	33	0.33
406	1	-1.185142352	1.329620497	-0.050665766	100	31	0.31
406	2	-1.371630545	1.53755175	-0.002106316	100	28	0.28
406	3	-1.462816764	1.404088004	0.078431282	100	33	0.33
406	4	-1.220691977	1.780429934	0.121258741	100	26	0.26
407	1	-1.640489244	1.416960853	0.114344898	100	32	0.32
407	2	-1.425869819	1.493737002	0.037483747	100	25	0.25
407	3	-1.557747487	1.146615706	-0.014391211	100	31	0.31
407	4	-1.08364408	1.642227712	0.13330716	100	30	0.3
408	1	-1.679964777	1.199992585	0.038944268	100	34	0.34
408	2	-1.337989059	1.449561987	-0.022498048	100	27	0.27
408	3	-1.44866125	1.458261407	0.062820902	100	30	0.3
408	4	-1.496987432	1.397019409	0.083461038	100	28	0.28
409	1	-1.579502921	1.400598002	-0.037916189	100	31	0.31
409	2	-1.34444853	1.449808915	-0.066961519	100	21	0.21
409	3	-1.555877991	1.436217038	-0.079109897	100	29	0.29
409	4	-1.21827929	1.610901532	0.111936289	100	32	0.32
410	1	-1.398082898	1.685566106	-0.040008451	100	28	0.28
410	2	-1.473543808	1.259080684	-0.086762223	100	27	0.27
410	3	-1.846761751	1.504570798	0.022604298	100	33	0.33
410	4	-1.394443569	1.485314767	9.13E-04	100	29	0.29
411	1	-1.557510534	1.369276421	-0.0489232	100	32	0.32
411	2	-1.30221168	1.494687804	-0.065264827	100	29	0.29
411	3	-1.459403234	1.552496882	-0.121765703	100	34	0.34
411	4	-1.161437648	1.82582597	0.036260366	100	25	0.25
412	1	-1.44427755	1.552747795	-0.096854767	100	33	0.33
412	2	-1.382468933	1.444567799	-0.044687701	100	34	0.34
412	3	-1.427793343	1.739733146	0.004053147	100	32	0.32
412	4	-1.68518268	1.938500817	0.002566814	100	31	0.31
413	1	-1.601089864	1.551971173	-0.172131635	100	32	0.32
413	2	-1.174192654	1.08078667	0.019111208	100	31	0.31
413	3	-1.356765109	1.230832573	-0.13370814	100	33	0.33
413	4	-1.151073731	1.860915413	0.014779897	100	28	0.28
414	1	-1.381616042	1.835020518	-0.046840014	100	31	0.31
414	2	-1.044961628	1.007494106	0.08378674	100	34	0.34
414	3	-1.272024397	1.60895564	-0.088719066	100	32	0.32
414	4	-1.282154947	1.209390349	0.068200637	100	26	0.26
415	1	-1.355027272	1.395063181	-0.108599348	100	36	0.36
415	2	-1.549108256	1.577315213	-0.002047288	100	27	0.27
415	3	-1.477810674	1.963592734	0.009678268	100	32	0.32
415	4	-1.182169712	1.143234546	0.056874885	100	31	0.31
416	1	-1.556499185	1.176635293	-0.058701068	100	32	0.32
416	2	-0.94697265	1.488620738	0.109699562	100	32	0.32
416	3	-1.593007241	1.597169567	-0.072994415	100	34	0.34
416	4	-1.359253775	1.588091044	0.096049608	100	31	0.31
417	1	-1.340373238	1.675310966	-0.111486398	100	26	0.26
417	2	-1.026117541	1.259424993	0.13377516	100	25	0.25
417	3	-1.764681763	1.669178207	-0.041965437	100	36	0.36
417	4	-1.791211754	1.374237782	0.115600541	100	42	0.42
418	1	-1.341059774	1.350796845	-0.114434393	100	27	0.27
418	2	-1.126116952	1.351188384	0.109842473	100	30	0.3
418	3	-1.591062199	1.870775466	0.031709453	100	39	0.39
418	4	-1.996873077	1.512611404	0.101476902	100	35	0.35
419	1	-1.760696193	1.182547158	-0.094241176	100	29	0.29
419	2	-1.055587086	1.80572395	0.094919724	100	33	0.33
419	3	-1.58321044	1.815748882	0.05509389	100	29	0.29
419	4	-1.69934966	1.38391488	0.007524637	100	28	0.28
420	1	-1.542483355	1.320416783	-0.169859535	100	26	0.26
420	2	-0.954423024	2.000541423	0.121460169	100	28	0.28
420	3	-1.483269964	1.585598066	0.027248999	100	37	0.37
420	4	-1.447460851	1.458803048	0.077820576	100	41	0.41
421	1	-1.833168366	1.2174424	-0.064258542	100	27	0.27
421	2	-1.202920461	2.127534199	0.081743555	100	33	0.33
421	3	-2.066634385	1.744358946	1.91E-04	100	37	0.37
421	4	-1.531216186	1.922986452	0.091850391	100	37	0.37
422	1	-1.544358414	1.448693878	-0.031459664	100	36	0.36
422	2	-1.068695586	1.769604728	0.03278399	100	24	0.24
422	3	-1.383876895	1.649113094	0.009362937	100	32	0.32
422	4	-1.492567379	1.270202359	0.060750329	100	30	0.3
423	1	-1.432467869	1.268699815	-0.150220229	100	28	0.28
423	2	-0.948392142	1.677021762	-0.059545523	100	29	0.29
423	3	-1.996889074	1.686746815	0.101954989	100	32	0.32
423	4	-1.491536075	1.41846644	0.102537602	100	27	0.27
424	1	-1.655462656	1.480695334	0.04856542	100	28	0.28
424	2	-1.182116385	1.335974229	0.137670869	100	23	0.23
424	3	-1.434632925	1.457213678	-0.036852272	100	36	0.36
424	4	-1.397536828	1.088616866	0.042765188	100	34	0.34
425	1	-1.528816336	1.14748918	-0.01406211	100	32	0.32
425	2	-1.062266068	1.508463059	0.062457506	100	28	0.28
425	3	-1.394936859	1.476633465	0.008901242	100	27	0.27
425	4	-1.650043883	1.222148381	0.013068845	100	24	0.24
426	1	-1.6841429	1.212510833	-0.042726467	100	24	0.24
426	2	-1.047691872	1.399029252	0.030285324	100	29	0.29
426	3	-1.425861234	1.642519364	0.011841247	100	37	0.37
426	4	-1.37855657	1.287514807	-0.026934525	100	29	0.29
427	1	-1.502888364	1.057118538	-0.021714377	100	31	0.31
427	2	-1.434272755	1.28944244	0.039445223	100	25	0.25
427	3	-1.45332891	1.809774591	0.006307145	100	28	0.28
427	4	-1.512255449	1.163815106	0.053370301	100	30	0.3
428	1	-1.635834028	1.051051668	-0.053780884	100	27	0.27
428	2	-1.288397302	1.532828385	0.016183133	100	28	0.28
428	3	-1.534804373	1.725935269	-0.105664437	100	30	0.3
428	4	-1.654640432	1.188214233	8.69E-04	100	29	0.29
429	1	-1.773971176	1.349251133	0.12856513	100	34	0.34
429	2	-1.108460695	1.261468217	0.051532016	100	24	0.24
429	3	-1.764146849	1.410759614	-0.119666125	100	33	0.33
429	4	-2.117938893	1.708433979	-0.103188812	100	34	0.34
430	1	-1.741255626	1.229312302	0.04507131	100	35	0.35
430	2	-1.114169017	1.561225483	-0.022090176	100	27	0.27
430	3	-1.367566938	1.634871328	-0.121043744	100	26	0.26
430	4	-1.703116061	1.341347967	0.029395238	100	34	0.34
431	1	-1.424231486	1.32785508	-0.113323965	100	25	0.25
431	2	-1.292401488	1.639926885	0.023285546	100	32	0.32
431	3	-1.340395415	1.341697934	-0.069028083	100	33	0.33
431	4	-1.828481988	1.415063508	-0.027249567	100	36	0.36
432	1	-1.262216831	1.245244727	0.014488765	100	33	0.33
432	2	-1.57397767	1.768837969	0.051744806	100	20	0.2
432	3	-1.799697572	1.506144713	-0.028060013	100	30	0.3
432	4	-1.793732413	1.22658937	0.041175981	100	28	0.28
433	1	-1.48572297	1.188716021	0.030721704	100	25	0.25
433	2	-1.408051659	1.489010019	0.105693346	100	26	0.26
433	3	-1.32796987	1.663955259	-0.124888886	100	27	0.27
433	4	-1.72336296	1.534927059	1.29E-04	100	35	0.35
434	1	-1.09154562	1.461373417	-0.019815127	100	29	0.29
434	2	-1.402139071	1.326166378	0.043572793	100	24	0.24
434	3	-1.404682567	1.727647181	-0.075432876	100	30	0.3
434	4	-1.727786493	1.304028602	-0.059058705	100	31	0.31
435	1	-1.200381567	1.722369444	-0.127899648	100	39	0.39
435	2	-1.681895991	1.441097598	-0.012169448	100	29	0.29
435	3	-1.415995668	1.239137241	-0.058448455	100	33	0.33
435	4	-1.855900668	1.405227489	-0.052313592	100	38	0.38
436	1	-1.329168424	1.753619949	0.05693668	100	31	0.31
436	2	-1.657068038	1.341570284	-0.043827198	100	25	0.25
436	3	-1.386505376	1.806085756	-0.06904862	100	35	0.35
436	4	-1.991466073	1.572878447	0.056695306	100	40	0.4
437	1	-1.258166524	1.330140838	-3.35E-04	100	27	0.27
437	2	-1.832236235	1.249981937	0.021439337	100	34	0.34
437	3	-1.388472506	1.701114871	-0.035809084	100	37	0.37
437	4	-1.360494128	1.484345985	0.075816467	100	36	0.36
438	1	-1.537255302	1.332190695	-0.046618519	100	33	0.33
438	2	-1.634132148	1.19926535	0.092027729	100	28	0.28
438	3	-1.469785741	1.882651177	-0.106873205	100	30	0.3
438	4	-1.662041946	1.74723286	0.00756229	100	34	0.34
439	1	-1.217845593	1.575028962	-0.121652997	100	33	0.33
439	2	-1.657764693	1.330462706	0.013481211	100	33	0.33
439	3	-1.569476057	1.35750037	-0.012267813	100	32	0.32
439	4	-1.562042361	1.257855325	0.002807176	100	36	0.36
440	1	-1.247226078	1.327415236	-0.118129268	100	32	0.32
440	2	-1.681664977	1.360265542	0.062512926	100	33	0.33
440	3	-1.882549419	1.394758502	-0.073006501	100	35	0.35
440	4	-1.490398944	1.662365339	-0.005678608	100	33	0.33
441	1	-1.453675451	1.511739104	-0.056545714	100	34	0.34
441	2	-1.699407867	1.196796568	0.108194013	100	28	0.28
441	3	-1.449642407	1.492657278	-0.071263115	100	38	0.38
441	4	-1.562814762	1.492276685	0.116538914	100	38	0.38
442	1	-1.394833741	1.387788924	-0.0551458	100	36	0.36
442	2	-1.47466056	1.235258204	0.011205631	100	30	0.3
442	3	-1.511562465	1.506355283	-0.075927239	100	34	0.34
442	4	-1.758168706	1.557052782	0.085735288	100	36	0.36
443	1	-1.317276483	1.309155436	-0.057671489	100	30	0.3
443	2	-1.206671656	1.420434157	0.061853024	100	32	0.32
443	3	-1.679607285	1.613197265	-0.109026854	100	36	0.36
443	4	-1.65619397	1.554317579	0.087031648	100	35	0.35
444	1	-1.235992318	1.329073077	-0.030139415	100	30	0.3
444	2	-1.665732159	1.500823372	0.058144622	100	32	0.32
444	3	-1.737788025	1.459630333	0.039156957	100	40	0.4
444	4	-1.700298939	1.506305757	-1.30E-05	100	38	0.38
445	1	-1.710218979	1.345026507	-0.0680888	100	30	0.3
